ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2014-08-29T14:06:37Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",200226,AT,62.46.154.65,unknown,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,A Fever You Can't Sweat Out,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2014-09-22T20:16:33Z,resi_maresi,Windows 8 (6.2.9200; x64),67384,AT,80.121.13.167,unknown,Sleeping Pills,Strand of Oaks,Dark Shores,spotify:track:1Ds6wUw0sVCIscJyTrYJdn,,,,clickrow,clickrow,False,1.0,False,0,False;;;;
"2014-09-29T11:58:49Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",61393,AT,213.240.104.101,unknown,Wonderful Life,Black,Wonderful Life,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,,,,trackdone,appload,True,1.0,False,0,False";;;;;
2014-09-29T21:05:28Z,resi_maresi,Windows 8 (6.2.9200; x64),290533,AT,213.240.104.101,unknown,Satellite,Dave Matthews Band,Under The Table And Dreaming,spotify:track:1mXsaIJqnKwRqgGbmMeygB,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-09-29T21:12:34Z,resi_maresi,Windows 8 (6.2.9200; x64),160240,AT,213.240.104.101,unknown,Heartbeats,José González,Imperial Recordings Best Of,spotify:track:7BzhqmRj3iOZXqMHqiifHr,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
"2014-10-06T20:26:20Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",7801,AT,80.121.101.255,unknown,First Fires - Maya Jane Coles Remix,Bonobo,Ten Tigers,spotify:track:2ePf1Ec3J5J6agLnflmrk2,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-10-06T20:26:31Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",12306,AT,80.121.101.255,unknown,True Friends,Tobia Coffa,Pain & Love EP,spotify:track:2h2Q1PK039ypqf2tnzCapj,,,,appload,appload,False,1.0,False,0,False";;;;;
2014-10-20T16:42:45Z,resi_maresi,Windows 8 (6.2.9200; x64),314586,AT,80.121.13.177,unknown,My Only Swerving,El Ten Eleven,El Ten Eleven,spotify:track:7bUGrBJEkLdtCIDYfT5abh,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
"2014-10-22T15:25:09Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",296520,AT,88.117.126.120,unknown,Ain't It Fun,Paramore,Paramore,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
2014-10-26T16:34:47Z,resi_maresi,Windows 8 (6.2.9200; x64),258768,AT,80.121.89.127,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
