ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2014-09-26T19:21:41Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",186253,AT,88.117.120.5,unknown,Stay with Me,Ryan Adams,Ryan Adams,spotify:track:28sjKPfsXD0wZa2DA4lm7X,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-09-29T11:52:10Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",26517,AT,213.240.104.101,unknown,Love Is A Shield - Single Version,Camouflage,We Stroke The Flames,spotify:track:62mqL2adtq2rdOUJTUwjfx,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
2014-09-29T21:09:54Z,resi_maresi,Windows 8 (6.2.9200; x64),240581,AT,213.240.104.101,unknown,Fallingforyou,The 1975,IV,spotify:track:6vLnZvSKjaO4hXh7PyZUxO,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-09-29T21:26:48Z,resi_maresi,Windows 8 (6.2.9200;" x64),219000,AT,213.240.104.101,unknown,Flume,Bon Iver,""For Emma, Forever Ago"",spotify:track:6WlS5FP9XcB410zta3C67v,,,,trackdone,trackdone,True,0.0,False,0,False";;;;
2014-09-29T21:30:53Z,resi_maresi,Windows 8 (6.2.9200;" x64),219000,AT,213.240.104.101,unknown,Flume,Bon Iver,""For Emma, Forever Ago"",spotify:track:6WlS5FP9XcB410zta3C67v,,,,fwdbtn,trackdone,True,0.0,False,0,False";;;;
2014-09-29T21:34:22Z,resi_maresi,Windows 8 (6.2.9200; x64),207680,AT,213.240.104.101,unknown,Better Together,Jack Johnson,In Between Dreams,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
"2014-10-06T20:26:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",14117,AT,80.121.101.255,unknown,Healing Sleep Music,Deep Sleep,""Sleep Music: Lullabies to Help You Relax, Sleep, Meditate and Heal With Relaxing Piano Music, Nature Sounds and Natural Noise"",spotify:track:2U4Wzp1uATXWIC6wTyJN2l,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-10-06T20:40:37Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",161186,AT,80.121.101.255,unknown,Place To Be,Nick Drake,Pink Moon,spotify:track:277Q2UaF8FeL7WNWQgzdlk,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2014-10-15T13:38:09Z,resi_maresi,Windows 8 (6.2.9200; x64),462626,AT,194.118.11.192,unknown,First Snow (Ooah Remix),Emancipator,Remixes,spotify:track:1P5T6qvtEHtbiDOelBWGHD,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2014-10-19T18:15:26Z,resi_maresi,Windows 8 (6.2.9200; x64),61857,AT,194.118.10.170,unknown,Give Me A Reason,The Rosebuds,Sand + Silence,spotify:track:4PXZzBrDBLdSBzasVcrsTl,,,,trackdone,clickrow,True,1.0,False,0,False;;;;
"2014-10-21T19:46:33Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",4477,AT,91.113.67.115,unknown,21st Century (Digital Boy),Bad Religion,Against The Grain (Reissue),spotify:track:2Qno5n2LmLePUp2NihXQ1q,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2014-10-22T15:28:54Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",224673,AT,88.117.126.120,unknown,Chocolate,The 1975,The 1975,spotify:track:4WiiRw2PHMNQE0ad6y6GdD,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
2014-10-28T15:54:00Z,resi_maresi,Windows 8 (6.2.9200; x64),203506,AT,213.240.111.230,unknown,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,spotify:track:18GC3F8YPGB8CePXcTUizQ,,,,fwdbtn,trackdone,False,0.0,False,0,False;;;;
2014-10-28T16:49:21Z,resi_maresi,Windows 8 (6.2.9200; x64),211520,AT,213.240.111.230,unknown,Misery Business,Paramore,Riot!,spotify:track:3l9CW99AHtExIRV4hW2N5m,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-10-31T07:39:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",127152,AT,213.240.110.67,unknown,SECOND & SEBRING,Of Mice & Men,Of Mice & Men,spotify:track:3bdqdxoWXP3z0KuDt0o4Cn,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-10-31T10:41:12Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",7244,AT,213.240.110.67,unknown,Cemetery Drive,My Chemical Romance,Three Cheers for Sweet Revenge,spotify:track:2cViIXIe8Pbd1sOJExMJlK,,,,appload,appload,False,1.0,False,0,False";;;;;
2014-11-02T14:31:07Z,resi_maresi,Windows 8 (6.2.9200; x64),172920,AT,80.121.11.145,unknown,Abigail,Motionless In White,Creatures,spotify:track:5xenULMipKwyxl99DSdnIq,,,,fwdbtn,trackdone,False,0.0,False,0,False;;;;
2014-11-02T14:46:46Z,resi_maresi,Windows 8 (6.2.9200; x64),251706,AT,80.121.11.145,unknown,The Mortician's Daughter,Black Veil Brides,We Stitch These Wounds,spotify:track:7dmoD2RWd6uinJAgM20KI8,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-16T21:05:23Z,resi_maresi,Windows 8 (6.2.9200; x64),237975,AT,80.121.102.120,unknown,End Of Me,A Day To Remember,Common Courtesy,spotify:track:5nXwGh9Ya2VbPPp5w28nLb,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-16T21:06:28Z,resi_maresi,Windows 8 (6.2.9200; x64),1718,AT,80.121.102.120,unknown,Break Free,Of Mice & Men,Restoring Force,spotify:track:42EfeKhnVCyCjiNKxC3nDT,,,,fwdbtn,fwdbtn,False,1.0,False,0,False;;;;
2014-11-16T21:36:34Z,resi_maresi,Windows 8 (6.2.9200; x64),230093,AT,80.121.102.120,unknown,Sleepwalking,Bring Me The Horizon,Sempiternal,spotify:track:0gchQwxmBWj5no8NJ8b2yH,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-11-17T19:24:29Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",192334,AT,88.117.125.224,unknown,Would You Still Be There,Of Mice & Men,Restoring Force,spotify:track:0m5PQFyWWwclSA0T813jnU,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-11-18T05:32:12Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",5897,AT,88.117.125.224,unknown,For Stevie Wonder's Eyes Only (Braille),Bring Me The Horizon,Count Your Blessings,spotify:track:0drhRfgrGmbJgrcR1ifTcW,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-20T22:00:28Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",164768,AT,62.46.154.85,unknown,I Rape Myself,Caliban,The Undying Darkness,spotify:track:60o1z4x6QmuYUbxgoerX3Y,,,,appload,endplay,False,1.0,False,0,False";;;;;
"2014-11-20T22:01:23Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",36740,AT,62.46.154.85,unknown,A Dance With Aera Cura,Miss May I,Apologies Are For The Weak,spotify:track:0pex9LH0aWWgs8uGKNbbd4,,,,appload,trackdone,False,0.0,False,0,False";;;;;
2014-11-21T15:27:16Z,resi_maresi,Windows 8 (6.2.9200; x64),2135,AT,91.114.175.118,unknown,Devil's Night,Motionless In White,Infamous,spotify:track:7jQ0orUOYrpSLDH13F5H4T,,,,appload,endplay,False,1.0,False,0,False;;;;
"2014-11-21T18:09:46Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3111,AT,91.114.175.118,unknown,Join the Club,Bring Me The Horizon,Sempiternal,spotify:track:38NXH8WqiK5txwU0wwIcHn,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-21T18:09:56Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2414,AT,91.114.175.118,unknown,Johnny Ringo,Crown The Empire,Limitless,spotify:track:5uxHTiFxxUO9l3KSdz44tP,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-21T18:36:02Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",187710,AT,91.114.175.118,unknown,No One Does It Better,You Me At Six,Sinners Never Sleep,spotify:track:5hOFLQvwOjk1Dp8mNIXEU5,,,,fwdbtn,endplay,False,1.0,False,0,False";;;;;
"2014-12-01T18:00:23Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",199813,AT,194.118.13.184,unknown,I Don't Wanna Spend Another Christmas Without You,The Ready Set,Punk Goes Christmas,spotify:track:3jeiJ1rQCWe7kGPvYq53zi,,,,fwdbtn,trackdone,True,0.0,False,0,False";;;;;
2014-12-02T21:08:44Z,resi_maresi,Windows 8 (6.2.9200; x64),1811,AT,80.121.9.101,unknown,This Christmas (I'll Burn It to the Ground),Set It Off,Punk Goes Christmas,spotify:track:28bF3yaeSwiC98FaUYaxzG,,,,appload,endplay,False,1.0,False,0,False;;;;
2014-12-02T21:09:46Z,resi_maresi,Windows 8 (6.2.9200;" x64),3204,AT,80.121.9.101,unknown,""Merry Christmas, Happy Holidays"",Issues,Punk Goes Christmas,spotify:track:16J6xJAAqpeOZWMe0BW3GN,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;
"2015-01-22T05:53:11Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",0,AT,213.240.108.125,unknown,40 Days...,blessthefall,Awakening,spotify:track:7kkF71ZsHCAt5oONDlBYlC,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-25T08:49:20Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",60929,AT,213.240.112.116,unknown,Twin Skeleton's (Hotel In NYC),Fall Out Boy,American Beauty/American Psycho,spotify:track:2FSd2q1Mb8eA7MjVkLN0r1,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
"2015-01-25T08:49:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",24334,AT,213.240.112.116,unknown,Favorite Record,Fall Out Boy,American Beauty/American Psycho,spotify:track:2ECjGAr1U1jUZ5Rp3Bx49v,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
"2015-01-25T08:56:18Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",6826,AT,213.240.112.116,unknown,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,Believers Never Die - Greatest Hits,spotify:track:5rLAVJYi5msKg5kGH7AmOA,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
"2015-01-25T18:10:04Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",236244,AT,80.121.89.220,unknown,My Heart The Ocean,Follow My Lead,Sleepless,spotify:track:2if8gk7YRREafBc2kAQuWX,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2015-02-01T18:00:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",283296,AT,178.191.21.240,unknown,Purple Reign,Dance Gavin Dance,Downtown Battle Mountain II,spotify:track:2Lb0k6SRibKqgvttysQQQ0,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-03-25T05:22:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",206586,AT,212.197.140.17,unknown,THIS ONE'S FOR YOU,Of Mice & Men,Of Mice & Men,spotify:track:7AGdSq5R8IK8dz49l3Z8iN,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-03-25T05:22:13Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",5015,AT,212.197.140.17,unknown,To Plant A Seed,We Came As Romans,To Plant A Seed,spotify:track:3e2OYWr1Sf9tOwqqEX4R0a,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2015-04-02T15:06:29Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",236426,AT,194.118.13.55,unknown,No Ordinary Love,Memphis May Fire,Unconditional,spotify:track:6d05C2cR01olKsCJoUvNgG,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-04-12T08:26:10Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",1532,AT,80.121.90.188,unknown,Cake Eater,Four Letter Lie,What A Terrible Thing to Say,spotify:track:1nana2qCDMmH528JKlXZ12,,,,appload,endplay,False,1.0,False,0,False";;;;;
"2015-04-12T08:26:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",4876,AT,80.121.90.188,unknown,Satellite,All Time Low,Future Hearts,spotify:track:1YVwFSVhYBPQMdmTD8sXrI,,,,clickrow,fwdbtn,True,1.0,False,0,False";;;;;
"2015-04-12T08:40:37Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",216689,AT,80.121.90.188,unknown,Kids In The Dark,All Time Low,Future Hearts,spotify:track:15IYFI3Mm58gOH7dLmKI3w,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2015-04-20T17:43:48Z,resi_maresi,Windows 8 (6.2.9200; x64),1600,AT,91.113.64.92,unknown,Poison,Asking Alexandria,From Death To Destiny,spotify:track:5um5Q5DCZ26Hm1az7JnTn5,,,,appload,trackdone,False,0.0,False,0,False;;;;
2015-04-21T17:48:22Z,resi_maresi,Windows 8 (6.2.9200; x64),4272,AT,88.117.124.66,unknown,Geeving,Abandon All Ships,Geeving,spotify:track:4y5LOWpjDEpeeTEJzdOJ5q,,,,clickrow,fwdbtn,False,1.0,False,0,False;;;;
2015-04-22T16:40:06Z,resi_maresi,Windows 8 (6.2.9200; x64),196231,AT,62.46.154.108,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-27T20:04:50Z,resi_maresi,Windows 8 (6.2.9200; x64),270386,AT,91.114.174.170,unknown,SING,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,spotify:track:1mX6SYJ1ZpcoxQUiER8wOI,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-05-11T21:30:36Z,resi_maresi,Windows 8 (6.2.9200; x64),209986,AT,213.240.105.222,unknown,A Beautiful Storm,Jennifer Thomas,Key of Sea,spotify:track:0k2y8qZrL4dm3D6ppdzeKq,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2015-06-08T04:03:40Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",241960,AT,62.46.155.156,unknown,The Conscience (Bonus Track),The Word Alive,Life Cycles,spotify:track:4qUwCu7Fcx7ijuC2uq5126,,,,clickrow,trackdone,False,0.0,False,0,False";;;;;
