ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2017-08-07T05:16:13Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",297346,AT,213.162.68.151,unknown,Flashlight,The Front Bottoms,The Front Bottoms,spotify:track:7G934pV1tSJ6UohJSOxpRF,,,,fwdbtn,trackdone,True,,True,1502082354877,False";;;;;
"2017-08-07T15:37:38Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",7833,AT,212.95.8.147,unknown,Love Is Beginning,Imaginary Future,Sunlight,spotify:track:7HvFflUVEvevWThEp7k0wi,,,,trackdone,fwdbtn,True,,False,1502120251625,False";;;;;
"2017-08-07T15:37:39Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",46,AT,212.95.8.147,unknown,Shape of You,Ed Sheeran,÷,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,fwdbtn,backbtn,True,,False,1502120260947,False";;;;;
"2017-08-07T15:42:37Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",2050,AT,212.95.8.175,unknown,Say Yes,Elliott Smith,Either/Or,spotify:track:7zVfEu1dEvRw4EkWoqrBkx,,,,fwdbtn,fwdbtn,True,,True,1502120495551,False";;;;;
"2017-08-07T15:46:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",3431,AT,212.95.8.148,unknown,Just The Way I'm Not,All Time Low,Dirty Work,spotify:track:6QUxtgIGJwyt4ltmIiBERQ,,,,fwdbtn,fwdbtn,True,,False,1502120771560,False";;;;;
"2017-08-07T15:49:26Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1031,AT,212.95.8.148,unknown,So Long Soldier,All Time Low,Don't Panic,spotify:track:4rErBOyj2FS9EVzZZGGZtW,,,,fwdbtn,fwdbtn,True,,False,1502120967755,False";;;;;
"2017-08-07T15:49:29Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",507,AT,212.95.8.148,unknown,Backseat Serenade,All Time Low,Don't Panic,spotify:track:0WKIGF4Bm3YdjIq4n0ID9x,,,,fwdbtn,fwdbtn,True,,False,1502120970737,False";;;;;
"2017-08-07T15:49:31Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",58,AT,212.95.8.148,unknown,The A Team,Ed Sheeran,+,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,,,,fwdbtn,fwdbtn,True,,False,1502120973175,False";;;;;
"2017-08-07T15:53:27Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",609,AT,213.33.85.222,unknown,Perfect Man,Front Porch Step,I Never Loved Before I Found You,spotify:track:5PCwedwyeLZQ6xAUIKbwos,,,,fwdbtn,fwdbtn,True,,False,1502121209256,False";;;;;
"2017-08-07T15:53:30Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.33.85.222,unknown,Scowl,The Story So Far,The Story So Far,spotify:track:0GeapDlDVyUeSdYHI5ifod,,,,fwdbtn,fwdbtn,True,,False,1502121212586,False";;;;;
"2017-08-07T16:01:52Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",6326,AT,212.95.8.174,unknown,Even My Dad Does Sometimes,Ed Sheeran,x,spotify:track:0N5zjRnf8AreOm95iSBXF4,,,,fwdbtn,fwdbtn,True,,False,1502121698762,False";;;;;
"2017-08-07T16:37:57Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1625,AT,213.162.72.241,unknown,When I'm At Home,The Maine,Pioneer & The Good Love,spotify:track:35pzPEFcNqUwppsZGyeK0A,,,,fwdbtn,fwdbtn,True,,True,1502123809943,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,80.121.12.134,unknown,At The Bottom Of Everything,Bright Eyes,""I'm Wide Awake, It's Morning"",spotify:track:6588w3GdDxmdtLMLuwf1tO,,,,fwdbtn,fwdbtn,True,,True,1502124812658,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,80.121.12.134,unknown,Window,Tigers Jaw,spin,spotify:track:7eVnrWEXTTedaLxDTOYzuV,,,,fwdbtn,fwdbtn,True,,True,1502124600862,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",193402,AT,80.121.12.134,unknown,St. Patrick,PVRIS,White Noise,spotify:track:7nt0UGUluM18eNRHIxrZix,,,,fwdbtn,fwdbtn,True,,True,1502124607255,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",21,AT,80.121.12.134,unknown,Another Travelin' Song,Bright Eyes,""I'm Wide Awake, It's Morning"",spotify:track:78aRLjDiQx6jo0GVW7aDA4,,,,fwdbtn,fwdbtn,True,,True,1502124821955,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",255,AT,80.121.12.134,unknown,Mirrors,PVRIS,White Noise,spotify:track:7x3mjlfZGL8ABZUNBzHtSA,,,,fwdbtn,fwdbtn,True,,True,1502124811246,False";;;;;
"2017-08-07T17:01:17Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",366,AT,80.121.12.134,unknown,Your Head Got Misplaced,Citizen,Youth,spotify:track:2LGGysob0KlJ76KC9XFryF,,,,fwdbtn,fwdbtn,True,,True,1502124823231,False";;;;;
2017-08-07T17:11:07Z,resi_maresi,Windows 10 (10.0.14393; x64),224946,AT,80.121.12.134,unknown,Good Times,All Time Low,Good Times,spotify:track:2pKjWcLrQxsd95aJj7XTAR,,,,fwdbtn,trackdone,True,,True,1502125244146,False;;;;
"2017-08-07T18:49:19Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",199239,AT,80.121.12.134,unknown,Ghosts,PVRIS,White Noise,spotify:track:4mNm83jJwlrdtn6PXnV8hF,,,,clickrow,unexpected-exit-while-paused,True,,False,1502128789803,False";;;;;
"2017-08-07T19:37:24Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",169830,AT,80.121.12.134,unknown,Give It All,Rise Against,Siren Song Of The Counter-Culture,spotify:track:4d4AIYFkR8MSWtKBmphyir,,,,trackdone,trackdone,True,,False,1502134455092,False";;;;;
"2017-08-08T04:55:42Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",80943,AT,212.95.8.200,unknown,Foufoune Palace,Emma Blackery,Nothing Without You,spotify:track:0XNEITSqRaaRqHneG5LTbK,,,,trackdone,fwdbtn,True,,True,1502167583908,False";;;;;
"2017-08-08T08:40:36Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.162.72.221,unknown,Catalina Fight Song,Joyce Manor,Never Hungover Again,spotify:track:2TqfK2N1kFoX7OySPCB7pQ,,,,fwdbtn,fwdbtn,True,,True,1502169069540,False";;;;;
"2017-08-08T08:40:36Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",103,AT,213.162.72.221,unknown,Never Feel Alone,The Dangerous Summer,Reach For The Sun,spotify:track:0myfZgMCFtj5F1nJsXARFH,,,,fwdbtn,fwdbtn,True,,True,1502169092844,False";;;;;
"2017-08-08T08:40:36Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",2625,AT,213.162.72.221,unknown,Snake Oil,Foals,What Went Down,spotify:track:1fn1RZO7oiEmLm1MIGLb27,,,,fwdbtn,fwdbtn,True,,True,1502168371499,False";;;;;
"2017-08-08T08:40:36Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",397,AT,213.162.72.221,unknown,Poison Pen Letter,Knuckle Puck,Copacetic,spotify:track:2a0KWYLh8p4kfSMj0TjXsF,,,,fwdbtn,fwdbtn,True,,True,1502169091270,False";;;;;
"2017-08-08T15:12:59Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",2095,AT,212.95.8.211,unknown,Brothers &,The Wonder Years,No Closer To Heaven,spotify:track:1ChIx1Vfvr3cS8MTqNrLrF,,,,fwdbtn,fwdbtn,True,,False,1502205176317,False";;;;;
"2017-08-08T15:17:05Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",167,AT,212.95.8.211,unknown,Tears Over Beers,Modern Baseball,Sports,spotify:track:4G6E84lvx8jJh4lWv7Fecm,,,,fwdbtn,fwdbtn,True,,False,1502205423465,False";;;;;
"2017-08-08T15:32:08Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1412,AT,212.95.7.202,unknown,I Won't Say That I'm Okay,Front Porch Step,Aware,spotify:track:0lVU3BXnMSLPaJDJW2Nn3G,,,,fwdbtn,fwdbtn,True,,True,1502205960186,False";;;;;
"2017-08-08T15:38:51Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",184613,AT,212.95.7.202,unknown,Concrete - Acoustic Version,AS IT IS,""Never Happy, Ever After"",spotify:track:2y7cjYkAozzQRwvR3wpzgh,,,,backbtn,trackdone,True,,False,1502206546500,False";;;;;
"2017-08-08T15:52:44Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,212.95.8.169,unknown,Who Cares?,Four Year Strong,Four Year Strong,spotify:track:6gokCqLGdL7ASy0gGvrgaQ,,,,fwdbtn,fwdbtn,True,,True,1502207180070,False";;;;;
"2017-08-08T18:25:28Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1490,AT,213.240.112.86,unknown,Shape Up,State Champs,Around the World and Back,spotify:track:125zQjVc0ZPZ4O3aTAXouF,,,,fwdbtn,fwdbtn,True,,False,1502216726075,False";;;;;
"2017-08-09T04:25:22Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",199986,AT,213.240.112.86,unknown,Poppin' Champagne,All Time Low,""So Wrong, It's Right"",spotify:track:6vUCadcEprhgMPKAqBYNwi,,,,trackdone,trackdone,True,,False,1502252332575,False";;;;;
"2017-08-09T04:25:56Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1908,AT,213.240.112.86,unknown,Return The Favor,All Time Low,Dirty Work,spotify:track:7N28fYwqD9fkOgwyCOYUOZ,,,,fwdbtn,fwdbtn,True,,False,1502252753396,False";;;;;
"2017-08-09T04:31:04Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",37134,AT,213.240.112.86,unknown,Everytime,Foals,Holy Fire,spotify:track:3AZqS6rCDsxsbkwORJw9Pj,,,,trackdone,fwdbtn,True,,False,1502253025357,False";;;;;
"2017-08-09T04:32:39Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",994,AT,213.240.112.86,unknown,Kill Your Conscience,Boston Manor,Be Nothing.,spotify:track:79NC8Y8xzt5PnozjcaxOjg,,,,fwdbtn,fwdbtn,True,,False,1502253157036,False";;;;;
"2017-08-09T05:02:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",130,AT,212.95.8.238,unknown,Stepson,Foals,Holy Fire,spotify:track:5m1SWA6pLyPOplbabRixh6,,,,fwdbtn,backbtn,True,,False,1502254937706,False";;;;;
"2017-08-09T05:02:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1938,AT,212.95.8.238,unknown,The Reckless And The Brave,All Time Low,Don't Panic,spotify:track:6paPOnv74GDnzRxsLeSthj,,,,fwdbtn,fwdbtn,True,,True,1502254553081,False";;;;;
"2017-08-09T05:02:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",213946,AT,212.95.8.238,unknown,Until I Return,AS IT IS,okay.,spotify:track:09gZeXobH2Yy3bVHYgVeo5,,,,fwdbtn,trackdone,True,,True,1502253548334,False";;;;;
"2017-08-09T05:02:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",2981,AT,212.95.8.238,unknown,Passing Through A Screen Door,The Wonder Years,The Greatest Generation,spotify:track:0i4nHa7wLCX11M7yIp7iTJ,,,,fwdbtn,fwdbtn,True,,True,1502254555096,False";;;;;
"2017-08-09T05:02:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",545,AT,212.95.8.238,unknown,I Couldn't Wait To Leave 6 Months Ago,Neck Deep,Rain In July / A History Of Bad Decisions,spotify:track:4EBpoGemwNuwgHqlegUe2v,,,,fwdbtn,fwdbtn,True,,True,1502254561082,False";;;;;
"2017-08-09T05:05:10Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",170983,AT,212.95.8.238,unknown,Untitled,Knuckle Puck,Copacetic,spotify:track:7j04glqh2SY6Es6jiQEhgf,,,,backbtn,fwdbtn,True,,False,1502254938508,False";;;;;
"2017-08-09T15:33:45Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",410,AT,212.95.7.139,unknown,What Would You Do,Tigers Jaw,Charmer,spotify:track:46GQmshIYLlN4C4VwJv2Ea,,,,fwdbtn,fwdbtn,True,,False,1502292066252,False";;;;;
"2017-08-09T15:40:48Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",542,AT,213.162.72.231,unknown,Damned If I Do Ya (Damned If I Don't),All Time Low,Straight To DVD,spotify:track:6hhwzBnRn5mYFEQ0hdiTe8,,,,fwdbtn,backbtn,True,,True,1502293056567,False";;;;;
"2017-08-09T15:42:10Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",706,AT,213.162.72.231,unknown,Damned If I Do Ya (Damned If I Don't),All Time Low,Straight To DVD,spotify:track:6hhwzBnRn5mYFEQ0hdiTe8,,,,fwdbtn,fwdbtn,True,,False,1502293328683,False";;;;;
"2017-08-09T15:44:21Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",131813,AT,213.162.72.231,unknown,Frame You,Tigers Jaw,Charmer,spotify:track:40xfqTWS3knh72B0IBlkHr,,,,fwdbtn,trackdone,True,,False,1502293329784,False";;;;;
"2017-08-09T15:52:59Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",746,AT,213.162.72.234,unknown,Night Swimmers,Foals,What Went Down,spotify:track:0ZRpZMW2kl3b52w9dn2oUM,,,,fwdbtn,fwdbtn,True,,True,1502293804010,False";;;;;
"2017-08-09T15:52:59Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",97315,AT,213.162.72.234,unknown,Older,Bry,Us,spotify:track:4KwIiLkRAMH5i7tNxvKkjL,,,,fwdbtn,fwdbtn,True,,True,1502293699476,False";;;;;
2017-08-09T16:26:48Z,resi_maresi,Windows 10 (10.0.14393; x64),213946,AT,213.240.108.132,unknown,Until I Return,AS IT IS,okay.,spotify:track:09gZeXobH2Yy3bVHYgVeo5,,,,fwdbtn,trackdone,True,,False,1502295793735,False;;;;
2017-08-09T17:24:20Z,resi_maresi,Windows 10 (10.0.14393; x64),238440,AT,213.240.108.132,unknown,Dive,Ed Sheeran,÷,spotify:track:51ChrwmUPDJvedPQnIU8Ls,,,,trackdone,trackdone,True,,False,1502299219632,False;;;;
"2017-08-09T18:58:08Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",3571,AT,213.240.108.132,unknown,Sweet Kerosene,Four Year Strong,""In Some Way, Shape, Or Form."",spotify:track:72bgL1cNOqtpoFjC2QMU7v,,,,fwdbtn,fwdbtn,True,,False,1502305084476,False";;;;;
"2017-08-09T19:02:29Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1465,AT,213.240.108.132,unknown,Bathtub,The Front Bottoms,The Front Bottoms,spotify:track:5Cpq3aRlkqOgFTbUE5NEu4,,,,fwdbtn,fwdbtn,True,,False,1502305347501,False";;;;;
"2017-08-10T04:21:40Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",213632,AT,213.240.108.132,unknown,""Im a Big, Bright, Shining Star"",Four Year Strong,Four Year Strong,spotify:track:7zbjy9PymWTnmtVKN9BcbW,,,,fwdbtn,trackdone,True,,False,1502338687055,False";;;;;
"2017-08-10T04:21:51Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",9527,AT,213.240.108.132,unknown,When I Sleep,Have Mercy,The Earth Pushed Back,spotify:track:4UkRjNo03DdOPZFzx1JwrN,,,,trackdone,fwdbtn,True,,False,1502338899996,False";;;;;
"2017-08-10T04:21:54Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",2154,AT,213.240.108.132,unknown,Paint You Wings,All Time Low,Don't Panic,spotify:track:3ldU8NwsEm6qJBEhRmjFvK,,,,fwdbtn,fwdbtn,True,,False,1502338911242,False";;;;;
"2017-08-10T04:47:53Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,212.95.8.167,unknown,Degausser,Brand New,The Devil And God Are Raging Inside Me,spotify:track:6gYf25f5BxxhS2Mwxqz7i3,,,,fwdbtn,fwdbtn,True,,True,1502340340470,False";;;;;
"2017-08-10T04:47:53Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",141,AT,212.95.8.167,unknown,Drown,Front Porch Step,Aware,spotify:track:4xzgVo1zQucUU8CpUNRD9I,,,,fwdbtn,fwdbtn,True,,True,1502340333226,False";;;;;
"2017-08-10T05:14:05Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",3893,AT,212.95.8.138,unknown,Angels and Demons,Front Porch Step,Aware,spotify:track:0Jy8EesQ2tNnwjMNBVWl9a,,,,fwdbtn,fwdbtn,True,,True,1502341975277,False";;;;;
"2017-08-10T05:14:05Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",550,AT,212.95.8.138,unknown,Mokena,Real Friends,The Home Inside My Head,spotify:track:02NVSlJk9z7WDxOXOEbeQN,,,,fwdbtn,fwdbtn,True,,True,1502340939878,False";;;;;
"2017-08-10T15:42:33Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",43260,AT,80.123.252.81,unknown,Going To Bed Now,Modern Baseball,You're Gonna Miss It All,spotify:track:64qpumzBd9g3wKb2PHBN5w,,,,trackdone,endplay,True,,False,1502379708362,False";;;;;
"2017-08-10T15:42:44Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1636,AT,80.123.252.81,unknown,Re-Education (Through Labor),Rise Against,Appeal To Reason,spotify:track:6c1Bdvp208X0jbLmFnWbkC,,,,fwdbtn,fwdbtn,True,,False,1502379761332,False";;;;;
"2017-08-10T15:42:46Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",443,AT,80.123.252.81,unknown,Whereabouts Unknown,Rise Against,Appeal To Reason,spotify:track:0jU89z36cGuqZDCGXtAMzZ,,,,fwdbtn,fwdbtn,True,,False,1502379764990,False";;;;;
"2017-08-10T15:57:54Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",204853,AT,80.123.252.81,unknown,A Beautiful Indifference,Rise Against,The Black Market,spotify:track:07JdOM3nXUq9Ml0nsG32C6,,,,trackdone,trackdone,True,,False,1502380404893,False";;;;;
"2017-08-10T16:26:04Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",631,AT,213.162.72.166,unknown,Elevated - Live,State Champs,Around the World and Back,spotify:track:4XZo3OqnksAv5boXggHzWr,,,,fwdbtn,fwdbtn,True,,False,1502382362548,False";;;;;
"2017-08-10T16:38:07Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",102881,AT,213.162.72.166,unknown,Pieces,Bry,Bry,spotify:track:03MTOceboT8Cv3Nr1qN2xr,,,,fwdbtn,fwdbtn,True,,False,1502382983490,False";;;;;
"2017-08-10T16:41:51Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",224937,AT,213.162.72.166,unknown,(Un)Lost,The Maine,American Candy,spotify:track:3jSRyVnLQCJ633IAlrG6T1,,,,fwdbtn,trackdone,True,,False,1502383086664,False";;;;;
"2017-08-10T16:42:24Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",31857,AT,213.162.72.166,unknown,Moon,Foals,Holy Fire,spotify:track:4EXwgaAqp9aRhS3q7CF6eT,,,,trackdone,fwdbtn,True,,False,1502383310743,False";;;;;
"2017-08-10T17:05:04Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",243560,AT,212.95.8.246,unknown,Afterglow,All Time Low,Last Young Renegade,spotify:track:4nou22UEIrqNbtS9ZY3wjL,,,,trackdone,trackdone,True,,False,1502384460443,False";;;;;
"2017-08-10T17:17:08Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",1541,AT,212.95.8.179,unknown,Jenny,The Maine,Pioneer & The Good Love,spotify:track:6EnAhElXX6RtF1rV4odCKl,,,,fwdbtn,fwdbtn,True,,False,1502385426361,False";;;;;
2017-08-10T17:55:53Z,resi_maresi,Windows 10 (10.0.14393; x64),150,AT,213.240.106.253,unknown,Paint You Wings,All Time Low,Don't Panic,spotify:track:3ldU8NwsEm6qJBEhRmjFvK,,,,fwdbtn,fwdbtn,True,,False,1502387750488,False;;;;
2017-08-10T17:56:01Z,resi_maresi,Windows 10 (10.0.14393; x64),0,AT,213.240.106.253,unknown,The Waterboy Returns,Modern Baseball,MOBO Presents: The Perfect Cast EP feat. Modern Baseball,spotify:track:6RnuAafLeXEYfSqQ0oB5GC,,,,fwdbtn,fwdbtn,True,,False,1502387759270,False;;;;
"2017-08-11T04:11:02Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.240.106.253,unknown,Mokena,Real Friends,The Home Inside My Head,spotify:track:02NVSlJk9z7WDxOXOEbeQN,,,,fwdbtn,fwdbtn,True,,False,1502424661682,False";;;;;
"2017-08-11T04:11:02Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.240.106.253,unknown,Unbreakable,Four Year Strong,""In Some Way, Shape, Or Form."",spotify:track:7KsaNcIqxofPlMCU1S56SR,,,,fwdbtn,fwdbtn,True,,False,1502424662677,False";;;;;
"2017-08-11T04:11:04Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.240.106.253,unknown,Oh Time,Tigers Jaw,spin,spotify:track:0keFHPjbxEtWt2D6rFlky8,,,,fwdbtn,fwdbtn,True,,False,1502424664483,False";;;;;
"2017-08-11T04:32:53Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,213.162.72.198,unknown,Burned,Front Porch Step,I Never Loved Before I Found You,spotify:track:4RRTsxVI0D85sf3FRdtZHy,,,,fwdbtn,fwdbtn,True,,True,1502425907946,False";;;;;
"2017-08-11T13:45:03Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,212.95.8.162,unknown,Let Them In,PVRIS,White Noise,spotify:track:0Q2RyfUuffkaf4s61FG4q6,,,,trackdone,unexpected-exit-while-paused,True,,True,1502428246634,False";;;;;
"2017-08-11T14:58:50Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",170796,AT,212.95.8.224,unknown,Kali Ma,Neck Deep,Life's Not Out To Get You,spotify:track:5e3yA1CMvoYrZNCqsNaKgC,,,,fwdbtn,trackdone,True,,False,1502463359193,False";;;;;
"2017-08-11T15:01:52Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",4483,AT,212.95.8.159,unknown,Staircase Wit,Neck Deep,Wishful Thinking,spotify:track:5CNBbrmMX8fv4tLOPClE3W,,,,fwdbtn,fwdbtn,True,,False,1502463706576,False";;;;;
"2017-08-11T16:13:20Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",123586,AT,212.95.8.230,unknown,Motion Sickness,Neck Deep,Motion Sickness,spotify:track:5kwpCFs04lJCF7jiYHA0cu,,,,backbtn,unexpected-exit-while-paused,True,,False,1502463718911,False";;;;;
"2017-08-11T16:17:07Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",70,AT,212.95.8.230,unknown,Christmas Card,Joyce Manor,Never Hungover Again,spotify:track:6kigTMUuYG2TXhCFNZxeDb,,,,fwdbtn,fwdbtn,True,,False,1502468225729,False";;;;;
"2017-08-11T16:17:08Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",0,AT,212.95.8.230,unknown,Hero Of War,Rise Against,Appeal To Reason,spotify:track:00hVU6kDP67JHurfwG2dtq,,,,fwdbtn,fwdbtn,True,,False,1502468227668,False";;;;;
"2017-08-11T16:21:31Z,resi_maresi,""Android OS 7.0 API 24 (HUAWEI, HUAWEI CAN-L01)"",243,AT,212.95.8.230,unknown,Time,The Maine,Pioneer & The Good Love,spotify:track:5KiJIj2arAbKNiHuucO4kj,,,,fwdbtn,fwdbtn,True,,False,1502468490227,False";;;;;
2017-08-11T19:04:43Z,resi_maresi,Windows 10 (10.0.14393; x64),0,AT,213.240.119.53,unknown,Mock,The Story So Far,The Story So Far,spotify:track:2MXBSP4LiWqjtgRNCpLwkf,,,,fwdbtn,fwdbtn,True,,False,1502478280106,False;;;;
2017-08-11T19:04:45Z,resi_maresi,Windows 10 (10.0.14393; x64),1190,AT,213.240.119.53,unknown,Make It Up,Tigers Jaw,spin,spotify:track:1lbE2KjX5w4nZzJnL0Hc0S,,,,fwdbtn,backbtn,True,,False,1502478281850,False;;;;
2017-08-11T19:05:55Z,resi_maresi,Windows 10 (10.0.14393; x64),68060,AT,213.240.119.53,unknown,,,,,,,,backbtn,fwdbtn,True,,False,1502478284820,False;;;;
2017-08-11T19:06:10Z,resi_maresi,Windows 10 (10.0.14393; x64),630,AT,213.240.119.53,unknown,Yoke,Basement,I Wish I Could Stay Here,spotify:track:2vzqn9qu53acSPrZW3F9j5,,,,fwdbtn,fwdbtn,True,,False,1502478368087,False;;;;
