ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2014-07-08T21:57:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",250240,AT,193.81.117.4,unknown,If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,spotify:track:3ouugfdFz6exFXUxu7wRvD,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-09T10:27:16Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",32043,AT,93.83.228.21,unknown,Through Glass,Stone Sour,Come What(ever) May,spotify:track:76aadnUFFANRNDs6L3aqxw,,,,trackdone,appload,False,1.0,False,0,False";;;;;
"2014-07-10T06:05:11Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",302160,AT,194.118.50.199,unknown,Murder Mitten,I See Stars,New Demons,spotify:track:7xsfPgbNn4cNSGVaNygXEQ,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-15T09:40:33Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",301946,AT,212.197.137.97,unknown,And the Snakes Start to Sing,Bring Me The Horizon,Sempiternal,spotify:track:5gawwgpayyI5xRadHUAEvx,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-16T18:36:55Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2507,AT,80.121.89.218,unknown,Nemesis,Emmure,Eternal Enemies,spotify:track:0rYFSfvBVJjqjT0cfxjb8k,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
"2014-07-22T09:25:39Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",128638,AT,178.191.16.215,unknown,One Hundred Sleepless Nights,Pierce The Veil,Collide With The Sky,spotify:track:5qbWrnRVyy9y0OjKD5Gnzz,,,,appload,endplay,False,1.0,False,0,False";;;;;
"2014-07-25T17:32:18Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",199959,AT,194.118.13.162,unknown,I Just Wanna Run,The Downtown Fiction,Best I Never Had,spotify:track:2S4CfxZG29GZWwDeMtBq2R,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-07-26T08:09:48Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",252760,AT,213.162.68.206,unknown,One,Ed Sheeran,x,spotify:track:5TvFfDlVoUWZvfqrhTJzD7,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-07-26T08:17:40Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",225533,AT,213.162.68.206,unknown,Nina,Ed Sheeran,x,spotify:track:3GKSfF6c3Rv3a1knSjxnXa,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2014-07-30T11:46:47Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",219106,AT,62.46.153.145,unknown,""If I'm James Dean, You're Audrey Hepburn"",Sleeping With Sirens,With Ears To See And Eyes To Hear,spotify:track:1wFRkVclQWfMQQcaVLjmBE,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-30T11:51:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",236266,AT,62.46.153.145,unknown,The Fallout,Crown The Empire,The Fallout,spotify:track:7cOLm2VMd1hKadKzw41dmB,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-31T09:55:40Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",222826,AT,80.121.12.37,unknown,Die For You,Black Veil Brides,Set The World On Fire,spotify:track:64mI5FolBK2ixRidw9fOlI,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-07-31T12:31:58Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",30882,AT,80.121.12.37,unknown,You Only Live Once,Suicide Silence,The Black Crown,spotify:track:7oaHtCQsAKIFFBCRDty9yn,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2014-07-31T15:43:41Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",203093,AT,80.121.12.37,unknown,Do It Now Remember It Later,Sleeping With Sirens,Let's Cheers To This,spotify:track:3ikf8zLuO1MACbNFfDvJ12,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-03T12:38:05Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",205160,AT,80.121.8.231,unknown,The House of Wolves,Bring Me The Horizon,Sempiternal,spotify:track:7hntkdvG3jWdFKm7pGCCzd,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-05T18:06:29Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",204589,AT,194.166.174.15,unknown,Mr. Owl Ate My Metal Worm,Destroy Rebuild Until God Shows,D.R.U.G.S.,spotify:track:52LxWmQ4yO9rcqe6hbfR50,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-08-12T19:39:58Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",215280,AT,178.191.17.192,unknown,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,Believers Never Die - Greatest Hits,spotify:track:5rLAVJYi5msKg5kGH7AmOA,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-08-13T04:25:59Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",51594,AT,178.191.17.192,unknown,Hero Of War,Rise Against,Appeal To Reason,spotify:track:22RL4lzefDSzguxQ5zvYH3,,,,appload,endplay,False,1.0,False,0,False";;;;;
"2014-08-13T04:37:22Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",38730,AT,178.191.17.192,unknown,I Just Wanna Live,Good Charlotte,Greatest Hits,spotify:track:2wcDfk3TfQg3Jv8gEoTim7,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-08-13T06:53:00Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",213371,AT,194.112.182.212,unknown,Fashionably Late,Falling In Reverse,Fashionably Late [Deluxe Edition],spotify:track:3oMnlWl3ae2wK7zmmbbxUc,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-13T20:06:05Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",235106,AT,88.117.122.41,unknown,With Our Friend[s] Behind Us,""Woe, Is Me"",Genesi[s],spotify:track:1jdWFA3KABmRlpMqgSYEXh,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-08-18T04:56:38Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",40495,AT,178.191.21.214,unknown,Relentless Chaos,Miss May I,Monument,spotify:track:7nhVyBlhRDa1im9QZLOf9M,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-08-27T07:46:40Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3111,AT,80.121.15.100,unknown,Pick Up The Phone,Falling In Reverse,The Drug In Me Is You,spotify:track:7KKsPPzVSJuRfV4C4GPaml,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-08-27T07:54:39Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",200746,AT,80.121.15.100,unknown,Toxic (Britney Spears cover),A Static Lullaby,Punk Goes Pop Volume Two,spotify:track:6fkkhLdRpYffZNsuH41tfw,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
"2014-08-27T07:57:31Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",170720,AT,80.121.15.100,unknown,Wasting Away,Tonight Alive,All Shapes & Disguises,spotify:track:1LMcMOoAxJ7Pa9FO2Ke5ym,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-27T08:20:19Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",1904,AT,80.121.15.100,unknown,Sink Or Swim,Falling In Reverse,The Drug In Me Is You,spotify:track:55Dzafxhcr66Ws5S23KxoY,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-08-28T17:26:29Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",53870,AT,62.46.154.65,unknown,What Goes Around... (Justin Timberlake cover),Alesana,Punk Goes Pop Volume Two,spotify:track:182ebmnnD7BbcRUC4nEmok,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2014-08-28T17:37:09Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",198080,AT,62.46.154.65,unknown,Sarcasm,Get Scared,Best Kind Of Mess,spotify:track:69cpFf66lyFH51tBis0pcB,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-29T13:57:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",197693,AT,62.46.154.65,unknown,Casual Affair,Panic! At The Disco,""Too Weird to Live, Too Rare to Die!"",spotify:track:2zkXavDV9dw8uR0pfhsBt2,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-08-30T15:29:26Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",16160,AT,212.95.7.131,unknown,This Is Gospel,Panic! At The Disco,""Too Weird to Live, Too Rare to Die!"",spotify:track:3yZQk5PC52CCmT4ZaTIKvv,,,,appload,endplay,False,1.0,False,0,False";;;;;
2014-09-09T14:54:20Z,resi_maresi,Windows 8 (6.2.9200;" x64),206840,AT,213.240.116.156,unknown,Girls / Girls / Boys,Panic! At The Disco,""Too Weird to Live, Too Rare to Die!"",spotify:track:2wEjPgOCEczmjlvq60LyQi,,,,clickrow,trackdone,False,0.0,False,0,False";;;;
"2014-09-22T20:35:40Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",62972,AT,80.121.13.167,unknown,The River,Bruce Springsteen,The River,spotify:track:7HrzErXq3TsKOY1gmdIShB,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
"2014-09-25T17:53:07Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",36440,AT,212.197.143.4,unknown,Bellina,Pete Roe,The Merry-Go-Round,spotify:track:3c2JMmvsp79njgpifa6WKf,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-09-26T19:18:35Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",20619,AT,88.117.120.5,unknown,Cavalier,James Vincent McMorrow,Post Tropical,spotify:track:5YEanGFIVB5jwQqX25Uelk,,,,fwdbtn,appload,True,1.0,False,0,False";;;;;
"2014-09-26T19:25:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",230518,AT,88.117.120.5,unknown,Even the Darkness Has Arms,The Barr Brothers,Even the Darkness Has Arms,spotify:track:45OoE2JwVoAwsVKONYhvOY,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2014-09-26T19:28:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",154766,AT,88.117.120.5,unknown,Beautiful Girl,William Fitzsimmons,Gold in the Shadow,spotify:track:6PzWF32RBWovzXknByFW2k,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2014-09-29T11:57:48Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228933,AT,213.240.104.101,unknown,The Way to Your Heart,Soulsister,The Way To Your Heart - The Very Best Of Soulsister,spotify:track:0DUtmZD5TK6JwChuMql5ac,,,,fwdbtn,trackdone,True,0.0,False,0,False";;;;;
2014-09-29T20:54:38Z,resi_maresi,Windows 8 (6.2.9200; x64),215589,AT,213.240.104.101,unknown,Higher Love,James Vincent McMorrow,Early in the Morning,spotify:track:7apw8m9lHQjvuUVfMAm4kZ,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-10-08T20:10:52Z,resi_maresi,Windows 8 (6.2.9200; x64),317173,AT,91.113.69.31,unknown,What Else Is There?,Röyksopp,The Understanding,spotify:track:2cTOee6bTauDFK1QuDS1BD,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
"2014-10-12T10:57:29Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",279226,AT,194.166.170.105,unknown,Not The American Average,Asking Alexandria,Stand Up And Scream,spotify:track:17C4oPQ3sTpF11pi9yvGcs,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
2014-10-13T19:23:03Z,resi_maresi,Windows 8 (6.2.9200;" x64),212040,AT,213.240.119.93,unknown,""This Ain't A Scene, It's An Arms Race"",Fall Out Boy,Infinity On High,spotify:track:2GD8Ia7rtJzfgTIy20TaRI,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-10-20T16:09:53Z,resi_maresi,Windows 8 (6.2.9200; x64),11749,AT,80.121.13.177,unknown,Beautiful Liar - Instrumental,Beyoncé,Beautiful Liar,spotify:track:4wJ90aZ3MK7OmQ60XBfsAB,,,,clickrow,clickrow,False,1.0,False,0,False;;;;
2014-10-20T16:35:42Z,resi_maresi,Windows 8 (6.2.9200; x64),208226,AT,80.121.13.177,unknown,Oscillate Wildly - Instrumental; 2008 Remaster,The Smiths,The Sound of the Smiths,spotify:track:2gQ8o0z2AjbH4a4SkRYREC,,,,trackdone,trackdone,True,0.0,False,0,False;;;
"2014-10-21T20:00:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3622,AT,91.113.67.115,unknown,Always,blink-182,Greatest Hits,spotify:track:2cLvzkxxLYg4JqFwBsXvgb,,,,fwdbtn,endplay,False,1.0,False,0,False";;;;;
2014-10-28T16:03:16Z,resi_maresi,Windows 8 (6.2.9200; x64),319580,AT,213.240.111.230,unknown,Born to Lead,Falling In Reverse,Fashionably Late [Deluxe Edition],spotify:track:2PaIpNciQIjHjaaXLTChDN,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-10-28T16:39:06Z,resi_maresi,Windows 8 (6.2.9200; x64),242799,AT,213.240.111.230,unknown,Champion,Falling In Reverse,Fashionably Late [Deluxe Edition],spotify:track:6Pe22P1H4Flm05HlV9EJRP,,,,unknown,trackdone,False,0.0,False,0,False;;;;
2014-10-28T16:56:54Z,resi_maresi,Windows 8 (6.2.9200; x64),230093,AT,213.240.111.230,unknown,Sleepwalking,Bring Me The Horizon,Sempiternal,spotify:track:0gchQwxmBWj5no8NJ8b2yH,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-02T14:28:14Z,resi_maresi,Windows 8 (6.2.9200; x64),3390,AT,80.121.11.145,unknown,Never Give In,Black Veil Brides,We Stitch These Wounds,spotify:track:2M9SAQmqVhZ6pQdYKBw8rL,,,,clickrow,fwdbtn,False,1.0,False,0,False;;;;
2014-11-02T14:31:45Z,resi_maresi,Windows 8 (6.2.9200; x64),37523,AT,80.121.11.145,unknown,Victory Call,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones Ultimate Edition,spotify:track:4LSz8hJvEcnYgpSirti03H,,,,trackdone,fwdbtn,False,1.0,False,0,False;;;;
"2014-11-04T05:30:53Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",9009,AT,88.117.121.81,unknown,Deathbeds,Bring Me The Horizon,Sempiternal,spotify:track:4FyhUbVIVFEEOHfdTiFmbf,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-04T05:32:41Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",108982,AT,88.117.121.81,unknown,Moving On,Asking Alexandria,From Death To Destiny,spotify:track:7IiqF2tYiixnpBcFjkocjA,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-09T21:11:24Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",13554,AT,91.114.169.167,unknown,Hard out Here,Lily Allen,Hard out Here,spotify:track:3U3BXlwNTkCx7lW9m1H9RY,,,,appload,endplay,False,1.0,False,0,False";;;;;
2014-11-16T20:33:45Z,resi_maresi,Windows 8 (6.2.9200; x64),188026,AT,80.121.102.120,unknown,Ohioisonfire,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:6SU2DLGd9jZK8h7EEXi0xo,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2014-11-16T20:37:44Z,resi_maresi,Windows 8 (6.2.9200; x64),237975,AT,80.121.102.120,unknown,End Of Me,A Day To Remember,Common Courtesy,spotify:track:5nXwGh9Ya2VbPPp5w28nLb,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-11-17T19:28:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",235586,AT,88.117.125.224,unknown,But You Won't Love a Ghost,Emarosa,Versus,spotify:track:4nSlpnesIZNe5xq6dA9izu,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
2014-11-17T20:34:52Z,resi_maresi,Windows 8 (6.2.9200; x64),194424,AT,88.117.125.224,unknown,Mr. Highway's Thinking About the End,A Day To Remember,Homesick,spotify:track:6rx6Qr5BCVB4MaIvSYSsh1,,,,appload,endplay,False,0.0,False,0,False;;;;
2014-11-17T21:37:39Z,resi_maresi,Windows 8 (6.2.9200; x64),239444,AT,88.117.125.224,unknown,Seen It All Before,Bring Me The Horizon,Sempiternal,spotify:track:0CrJVibIdsL6mqmYI9R9hc,,,,trackdone,endplay,False,1.0,False,0,False;;;;
2014-11-18T20:49:05Z,resi_maresi,Windows 8 (6.2.9200; x64),1021,AT,212.197.140.222,unknown,Crooked Young,Bring Me The Horizon,Sempiternal,spotify:track:0jEqhhJTqhBYMKUnyAC28y,,,,clickrow,fwdbtn,False,1.0,False,0,False;;;;
2014-11-20T18:58:18Z,resi_maresi,Windows 8 (6.2.9200; x64),193776,AT,62.46.154.85,unknown,,,,,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2014-11-20T19:08:42Z,resi_maresi,Windows 8 (6.2.9200; x64),153906,AT,62.46.154.85,unknown,My Understandings,Of Mice & Men,The Flood,spotify:track:6OZsEMTYiIyg8Vf2pLjoaF,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-20T19:12:47Z,resi_maresi,Windows 8 (6.2.9200; x64),243973,AT,62.46.154.85,unknown,The Plot to Bomb the Panhandle,A Day To Remember,For Those Who Have Heart Re-Issue,spotify:track:5ozvYiSPEuhUoHDJBDYN9n,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-11-20T22:05:21Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",236973,AT,62.46.154.85,unknown,Meddler (Live),August Burns Red,Home,spotify:track:0Gh4ukjCxvkzeP4Rw0OlNi,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2014-11-20T22:09:23Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",231826,AT,62.46.154.85,unknown,The Darkest Nights,As I Lay Dying,Shadows Are Security,spotify:track:2OQyOCxyq95EIXA4pODCpE,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2014-12-01T18:38:34Z,resi_maresi,Windows 8 (6.2.9200; x64),242693,AT,194.118.13.184,unknown,All I Can Give You,Jason Lancaster,Punk Goes Christmas,spotify:track:0JtMUYy3scVEeu4cgFlm1X,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
"2015-01-28T06:54:38Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",240320,AT,91.114.175.194,unknown,The Reign,blessthefall,Awakening,spotify:track:765ZaKWMJh74fpaX856ImI,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-01-28T07:05:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2972,AT,91.114.175.194,unknown,Bulletproof Love,Pierce The Veil,Selfish Machines,spotify:track:6bGac1gBHs7kUKihrudMzq,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-30T21:21:04Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",281093,AT,178.191.21.202,unknown,Sleep with One Eye Open - Tek-One Remix,Bring Me The Horizon,Suicide Season Cut Up!,spotify:track:5X6liccxVSj00l9s3OXDTN,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-03-27T05:47:27Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",165093,AT,91.113.64.204,unknown,""I'm Not A Thief, I'm A Treasure Hunter"",A Skylit Drive,Wires...And The Concept Of Breathing,spotify:track:146UE7we0gOcTQ118xmR0A,,,,fwdbtn,logout,False,1.0,False,0,False";;;;;
"2015-04-02T15:02:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",151960,AT,194.118.13.55,unknown,Kick Me,Sleeping With Sirens,Madness,spotify:track:13yXyjKT70Iexn8XrBErAO,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-04-06T09:26:46Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",47879,AT,91.114.171.103,unknown,Hair Of The Dog,Senses Fail,Life Is Not A Waiting Room,spotify:track:3TdciqHvWXWrBSPd2H0Qc1,,,,fwdbtn,endplay,False,1.0,False,0,False";;;;;
"2015-04-06T09:34:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",229546,AT,91.114.171.103,unknown,Cake Eater,Four Letter Lie,What A Terrible Thing to Say,spotify:track:1nana2qCDMmH528JKlXZ12,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-04-12T08:36:59Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",220440,AT,80.121.90.188,unknown,""Dear Maria, Count Me In"",All Time Low,All Time Low - MTV Unplugged,spotify:track:27HsbhjWarB5DCW1ChbXxI,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2015-04-19T14:41:16Z,resi_maresi,Windows 8 (6.2.9200; x64),260466,AT,178.191.18.62,unknown,Over The Mountain (Ozzy Osbourne cover),The Word Alive,Deceiver (Deluxe Edition),spotify:track:5BzloxevAVXaeEEfGBZYUF,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-20T17:47:22Z,resi_maresi,Windows 8 (6.2.9200; x64),2043,AT,91.113.64.92,unknown,Forbidden,Miss May I,Monument [Deluxe],spotify:track:6a06GfUAOhTE8yhE2qXYQJ,,,,fwdbtn,fwdbtn,False,1.0,False,0,False;;;;
