ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;
"2014-06-21T07:38:55Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",11238,AT,80.121.94.239,unknown,I See Fire,Ed Sheeran,x,spotify:track:5pY3ovFxbvAg7reGZjJQSp,,,,trackdone,fwdbtn,True,1.0,False,0,False";;;;
"2014-06-21T07:38:58Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2089,AT,80.121.94.239,unknown,Masters of War,Ed Sheeran,""ONE Presents agit8, Vol. 2"",spotify:track:3mG141VHv0qe0bDxa25Kg3,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;
"2014-07-08T22:03:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",233600,AT,193.81.117.4,unknown,King for a Day (feat. Kellin Quinn),Pierce The Veil,King for a Day (feat. Kellin Quinn),spotify:track:6l5vNeNE1T5knwuKB8K3pl,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-09T10:30:24Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",189373,AT,93.83.228.21,unknown,crushcrushcrush,Paramore,Riot!,spotify:track:4m9NfjevXsDVaLtM1kj0Sx,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-09T12:57:38Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",0,AT,93.83.228.21,unknown,Dead!,My Chemical Romance,The Black Parade,spotify:track:0uukw2CgEIApv4IWAjXrBC,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-09T13:29:07Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",47275,AT,93.83.228.21,unknown,Only One,Yellowcard,Ocean Avenue,spotify:track:0gZp88SA5OcujHLDGkxtI3,,,,trackdone,endplay,False,1.0,False,0,False";;;;
"2014-07-09T13:36:36Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",164846,AT,93.83.228.21,unknown,I Can Barely Breathe,Just Surrender,If These Streets Could Talk,spotify:track:7ttqkyolOODVeSuDZR5EZ2,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;
"2014-07-10T05:53:07Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228280,AT,194.118.50.199,unknown,In The End,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones,spotify:track:1RTYixE1DD3g3upEpmCJpa,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-07-14T21:33:48Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",34774,AT,212.197.137.97,unknown,I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,spotify:track:7lRlq939cDG4SzWOF4VAnd,,,,fwdbtn,endplay,False,1.0,False,0,False";;;;
"2014-07-16T08:00:59Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",197999,AT,178.191.22.54,unknown,Weightless,All Time Low,Nothing Personal,spotify:track:2soeSOXg6lO7NA1crYT78x,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-16T08:13:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",231840,AT,178.191.22.54,unknown,I'm Not A Vampire,Falling In Reverse,The Drug In Me Is You,spotify:track:1ar5WuMMxBf1bEsU4XwuD0,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-07-18T17:41:54Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",262800,AT,178.191.23.177,unknown,Besitos,Pierce The Veil,Selfish Machines,spotify:track:5OhLBEgXp9TPGlnFw5pXeK,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-07-21T08:57:26Z,resi_maresi,Windows 8 (6.2.9200; x64),279092,AT,212.197.140.193,unknown,,,,,,,,unknown,trackdone,False,0.0,False,0,False;;;
"2014-07-24T09:45:37Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",210853,AT,212.197.162.154,unknown,Diamonds and Why Men Buy Them,Pierce The Veil,A Flair For The Dramatic,spotify:track:4vyTr2KuGyiafPfEQ2phya,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-26T08:23:11Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",0,AT,213.162.68.206,unknown,The A Team - Shy FX's Ackee and Saltfish Remix,Ed Sheeran,The A Team,spotify:track:4lTOKBln0BlGk2mct4F8Gm,,,,playbtn,fwdbtn,False,1.0,False,0,False";;;;
"2014-07-31T10:03:53Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",212546,AT,80.121.12.37,unknown,A Match Into Water,Pierce The Veil,Collide With The Sky,spotify:track:2fZVIdbC3rTlZ9feRTTdxI,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-07-31T12:30:56Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",205333,AT,80.121.12.37,unknown,Mr. Owl Ate My Metal Worm,Destroy Rebuild Until God Shows,D.R.U.G.S.,spotify:track:52LxWmQ4yO9rcqe6hbfR50,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-07-31T12:36:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",250240,AT,80.121.12.37,unknown,If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,spotify:track:3ouugfdFz6exFXUxu7wRvD,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;
"2014-07-31T15:39:31Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",251704,AT,80.121.12.37,unknown,The Mortician's Daughter,Black Veil Brides,We Stitch These Wounds,spotify:track:7dmoD2RWd6uinJAgM20KI8,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-07-31T15:47:34Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",231840,AT,80.121.12.37,unknown,I'm Not A Vampire,Falling In Reverse,The Drug In Me Is You,spotify:track:1ar5WuMMxBf1bEsU4XwuD0,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-07-31T15:54:46Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",6640,AT,80.121.12.37,unknown,Toxic (Britney Spears cover),A Static Lullaby,Punk Goes Pop Volume Two,spotify:track:6fkkhLdRpYffZNsuH41tfw,,,,trackdone,endplay,False,1.0,False,0,False";;;;
"2014-07-31T16:05:23Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",244840,AT,80.121.12.37,unknown,Darling,Eyes Set To Kill,The Best of ESTK,spotify:track:1c4ezW3AOE7lILW4DSTLpy,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-08-03T12:30:56Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",253480,AT,80.121.8.231,unknown,And the Sentence Trails Off...,The Devil Wears Prada,Dear Love: A Beautiful Discord,spotify:track:60t7yWS5DcLTz4dUJ1MMqB,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-08-13T06:45:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",251706,AT,194.112.182.212,unknown,The Mortician's Daughter,Black Veil Brides,We Stitch These Wounds,spotify:track:7dmoD2RWd6uinJAgM20KI8,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2014-08-13T20:10:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",249680,AT,88.117.122.41,unknown,Dragon Spell,The Word Alive,Life Cycles,spotify:track:5MbC8BzfeagnAFXO5K85Rt,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-08-28T17:22:12Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",4179,AT,62.46.154.65,unknown,Seen It All Before,Bring Me The Horizon,Sempiternal,spotify:track:0CrJVibIdsL6mqmYI9R9hc,,,,appload,fwdbtn,False,1.0,False,0,False";;;;
"2014-08-28T17:26:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2461,AT,62.46.154.65,unknown,Crooked Young,Bring Me The Horizon,Sempiternal,spotify:track:0jEqhhJTqhBYMKUnyAC28y,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;
"2014-08-28T18:24:36Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",0,AT,62.46.154.65,unknown,I'm Low On Gas and You Need a Jacket,Pierce The Veil,Collide With The Sky,spotify:track:7eDT0K7dqbQq2v3zgxWwFA,,,,appload,fwdbtn,False,1.0,False,0,False";;;;
"2014-09-26T19:18:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",129010,AT,88.117.120.5,unknown,I will let you go,Daniel Ahearn,Long way home,spotify:track:59UOqNP1w1SUy270vblIMr,,,,appload,fwdbtn,False,1.0,False,0,False";;;;
"2014-09-29T11:49:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",159521,AT,213.240.104.101,unknown,La Paloma,Freddy Quinn,Mit Freddy Quinn auf hoher See,spotify:track:4rRWPoVgtEe4nSASnaYLSk,,,,appload,appload,False,1.0,False,0,False";;;;
2014-09-29T21:23:09Z,resi_maresi,Windows 8 (6.2.9200; x64),286400,AT,213.240.104.101,unknown,Older Chests,Damien Rice,O,spotify:track:2euZEspBxYfpKoZVN1E386,,,,fwdbtn,trackdone,True,0.0,False,0,False;;;
2014-09-29T21:45:01Z,resi_maresi,Windows 8 (6.2.9200; x64),179346,AT,213.240.104.101,unknown,I Got You,Jack Johnson,From Here To Now To You,spotify:track:12jjuxN1gxlm29cqL5M6MW,,,,trackdone,trackdone,True,0.0,False,0,False;;;
"2014-10-12T11:01:18Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",198800,AT,194.166.170.105,unknown,O.G. Loko,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:62TfINq6PpnteUcWsQahxV,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-10-20T16:09:23Z,resi_maresi,Windows 8 (6.2.9200;" x64),168437,AT,80.121.13.177,unknown,""Rachmaninov: 13 Preludes, Op. 32: No. 10 in B Minor"",Sergei Rachmaninoff,Voyages (Version with Commentaries),spotify:track:147GiDi2qBfFoL1gHEMrfO,,,,clickrow,clickrow,False,1.0,False,0,False";;;
"2014-10-22T15:20:09Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",4504,AT,88.117.126.120,unknown,The Ballad of Mona Lisa,Panic! At The Disco,Vices & Virtues,spotify:track:5rLi8B8qgk6qThwRnKHW2P,,,,appload,fwdbtn,False,1.0,False,0,False";;;;
"2014-10-22T15:20:13Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2368,AT,88.117.126.120,unknown,Shake It,Metro Station,Metro Station,spotify:track:5619Ojc6t9evEEs3B7Drhe,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;
2014-10-26T15:56:54Z,resi_maresi,Windows 8 (6.2.9200;" x64),110062,AT,80.121.89.127,unknown,Last Friday Night (T.G.I.F.),""Woe, Is Me"",Punk Goes Pop Volume 4,spotify:track:0qbQt23VE9PiBkhsfJAbLC,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;
2014-10-26T16:00:25Z,resi_maresi,Windows 8 (6.2.9200; x64),142960,AT,80.121.89.127,unknown,Cancer,My Chemical Romance,The Black Parade,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,,,,fwdbtn,trackdone,False,0.0,False,0,False;;;
2014-10-26T16:03:34Z,resi_maresi,Windows 8 (6.2.9200; x64),187880,AT,80.121.89.127,unknown,Situations,Escape the Fate,Dying Is Your Latest Fashion,spotify:track:5vK7di9mZBqB91kodObbn8,,,,trackdone,trackdone,False,0.0,False,0,False;;;
2014-10-26T16:07:13Z,resi_maresi,Windows 8 (6.2.9200; x64),218786,AT,80.121.89.127,unknown,The Drug In Me Is You,Falling In Reverse,The Drug In Me Is You,spotify:track:6mlTvATQEWjvLHJJkmraiA,,,,trackdone,trackdone,False,0.0,False,0,False;;;
2014-10-26T16:42:20Z,resi_maresi,Windows 8 (6.2.9200; x64),218786,AT,80.121.89.127,unknown,The Drug In Me Is You,Falling In Reverse,The Drug In Me Is You,spotify:track:6mlTvATQEWjvLHJJkmraiA,,,,trackdone,trackdone,False,0.0,False,0,False;;;
"2014-10-31T11:03:20Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",303213,AT,213.240.110.67,unknown,Famous Last Words,My Chemical Romance,The Black Parade,spotify:track:2d6m2F4I7wCuAKtSsdhh83,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-11-02T14:27:54Z,resi_maresi,Windows 8 (6.2.9200; x64),3006,AT,80.121.11.145,unknown,The Fallout,Crown The Empire,The Fallout,spotify:track:7cOLm2VMd1hKadKzw41dmB,,,,appload,endplay,False,0.0,False,0,False;;;
2014-11-02T14:50:36Z,resi_maresi,Windows 8 (6.2.9200;" x64),187693,AT,80.121.11.145,unknown,Hot 'N Cold (Katy Perry cover),""Woe, Is Me"",Punk Goes Pop Volume Three,spotify:track:41pcocOlvztgSj53hWvi95,,,,trackdone,trackdone,False,0.0,False,0,False";;;
"2014-11-02T20:25:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",102214,AT,80.121.99.126,unknown,Ass Back Home,Secrets,Punk Goes Pop 5,spotify:track:15YgR83b0xAl3NTd4mkKRH,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;
"2014-11-02T20:25:27Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3761,AT,80.121.99.126,unknown,Run This Town (Jay-Z cover),Miss May I,Punk Goes Pop Volume Three,spotify:track:0fePP0gX6YUKntjAYtQM8V,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;
2014-11-07T21:07:06Z,resi_maresi,Windows 8 (6.2.9200; x64),199106,AT,91.115.107.203,unknown,Ocean Avenue,Yellowcard,Ocean Avenue,spotify:track:1EWD6raNIKr47dtktoa2a5,,,,trackdone,trackdone,False,0.0,False,0,False;;;
"2014-11-15T17:40:35Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",221760,AT,188.23.121.72,unknown,""Kristy, Are You Doing Okay?"",The Offspring,""Rise And Fall, Rage And Grace"",spotify:track:46NGQNcTJbsDZ4Er0OLKxK,,,,trackdone,trackdone,True,0.0,False,0,False";;;;
"2014-11-15T17:50:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",18116,AT,188.23.121.72,unknown,Somewhere I Belong,Linkin Park,Meteora,spotify:track:3agtg0x11wPvLIWkYR39nZ,,,,trackdone,appload,True,1.0,False,0,False";;;;
"2014-11-15T18:02:50Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",242601,AT,188.23.121.72,unknown,Contemptress,Motionless In White,Reincarnate,spotify:track:2U9L7iOEvdhDoRcyXaZLJg,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-11-15T18:07:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",242593,AT,188.23.121.72,unknown,Moving On,Asking Alexandria,From Death To Destiny,spotify:track:7IiqF2tYiixnpBcFjkocjA,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-11-15T18:13:41Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",162080,AT,188.23.121.72,unknown,THOSE IN GLASS HOUSES,Of Mice & Men,Of Mice & Men,spotify:track:5csh2HZCrOU5e07tL2Jg02,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-11-15T18:23:06Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",357371,AT,188.23.121.72,unknown,Carry The Torch,Motionless In White,Reincarnate,spotify:track:2f6rS7E1gTvBbwMNaxM12F,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-11-16T20:58:16Z,resi_maresi,Windows 8 (6.2.9200; x64),371,AT,80.121.102.120,unknown,The Flood,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:2w5ArUQG01dfvSxL1DsGqV,,,,trackdone,endplay,False,1.0,False,0,False;;;
2014-11-16T21:06:26Z,resi_maresi,Windows 8 (6.2.9200; x64),37244,AT,80.121.102.120,unknown,Break Down The Walls,Asking Alexandria,From Death To Destiny,spotify:track:411GxeLBfejBTzT1WBXSgn,,,,trackdone,fwdbtn,False,1.0,False,0,False;;;
2014-11-16T22:41:02Z,resi_maresi,Windows 8 (6.2.9200; x64),62415,AT,80.121.102.120,unknown,Mr. Highway's Thinking About the End,A Day To Remember,Homesick,spotify:track:6rx6Qr5BCVB4MaIvSYSsh1,,,,trackdone,endplay,False,1.0,False,0,False;;;
"2014-11-17T19:36:04Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",249573,AT,88.117.125.224,unknown,Prove Me Right,Memphis May Fire,Challenger,spotify:track:0t3IA88SWvS4W7zAfxgKA4,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-11-17T19:39:53Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228560,AT,88.117.125.224,unknown,Say Hello to the Bad Guy,Emarosa,Versus,spotify:track:1W3nYXniuxsdog5HsivFtB,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
2014-11-17T20:41:31Z,resi_maresi,Windows 8 (6.2.9200; x64),172920,AT,88.117.125.224,unknown,Abigail,Motionless In White,Creatures,spotify:track:5xenULMipKwyxl99DSdnIq,,,,clickrow,trackdone,False,0.0,False,0,False;;;
2014-11-17T21:01:15Z,resi_maresi,Windows 8 (6.2.9200; x64),196309,AT,88.117.125.224,unknown,Mad,Emarosa,Versus,spotify:track:1k5WAFZvbAOcrIJSuF6wcJ,,,,trackdone,trackdone,False,0.0,False,0,False;;;
2014-11-18T20:46:30Z,resi_maresi,Windows 8 (6.2.9200; x64),2228,AT,212.197.140.222,unknown,Seen It All Before,Bring Me The Horizon,Sempiternal,spotify:track:0CrJVibIdsL6mqmYI9R9hc,,,,appload,endplay,False,1.0,False,0,False;;;
2014-11-18T20:54:20Z,resi_maresi,Windows 8 (6.2.9200; x64),314400,AT,212.197.140.222,unknown,,,,,,,,fwdbtn,trackdone,False,0.0,False,0,False;;;
2014-11-20T19:06:08Z,resi_maresi,Windows 8 (6.2.9200; x64),257872,AT,62.46.154.85,unknown,Hollow Bodies,blessthefall,Hollow Bodies,spotify:track:627GBMEtO7LOYyBMmmQTQB,,,,trackdone,trackdone,False,0.0,False,0,False;;;
"2014-11-21T18:01:24Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228146,AT,91.114.175.118,unknown,Can You Feel My Heart,Bring Me The Horizon,Sempiternal,spotify:track:0WSa1sucoNRcEeULlZVQXj,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2014-12-01T17:57:04Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",78622,AT,194.118.13.184,unknown,Father Christmas,Man Overboard,Punk Goes Christmas,spotify:track:7urWCR6IwbMtgz9hlt2bAX,,,,trackdone,fwdbtn,True,1.0,False,0,False";;;;
2014-12-01T18:43:30Z,resi_maresi,Windows 8 (6.2.9200; x64),215200,AT,194.118.13.184,unknown,Nothing for Christmas,New Found Glory,Punk Goes Christmas,spotify:track:0VIs2yY55uY8Spestkyssj,,,,trackdone,endplay,True,0.0,False,0,False;;;
2014-12-01T18:50:34Z,resi_maresi,Windows 8 (6.2.9200; x64),223973,AT,194.118.13.184,unknown,,,,,,,,playbtn,trackdone,False,0.0,False,0,False;;;
2014-12-02T21:09:48Z,resi_maresi,Windows 8 (6.2.9200; x64),2554,AT,80.121.9.101,unknown,I Had a Heart,Real Friends,Punk Goes Christmas,spotify:track:0BV6qepPFn7rm7HPQ75moL,,,,fwdbtn,fwdbtn,True,1.0,False,0,False;;;
"2015-01-12T19:03:23Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",201173,AT,212.197.163.240,unknown,Heart Of Fire,Black Veil Brides,Black Veil Brides,spotify:track:6aqz1BxKt4IBtkVYU06SPD,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2015-01-12T19:17:48Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",202342,AT,212.197.163.240,unknown,Lies,Before Their Eyes,Redemption,spotify:track:6vhD3fAIJKCopxXDb1Xu1N,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2015-01-25T09:00:34Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",44814,AT,213.240.112.116,unknown,Centuries,Fall Out Boy,American Beauty/American Psycho,spotify:track:0yhPEz5KxlDwckGJaMlZqM,,,,trackdone,fwdbtn,True,1.0,False,0,False";;;;
"2015-01-25T18:20:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",255160,AT,80.121.89.220,unknown,If You C Jordan,Something Corporate,Leaving Through The Window,spotify:track:1Mjt4pn7jFy3cCFfcq96hS,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2015-01-25T18:27:50Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",220200,AT,80.121.89.220,unknown,My Friends Over You,New Found Glory,Sticks And Stones,spotify:track:1G4NvRMQHDurwC7Q8eT94z,,,,trackdone,trackdone,True,0.0,False,0,False";;;;
"2015-01-28T06:40:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",248600,AT,91.114.175.194,unknown,Goodbye Agony,Black Veil Brides,Black Veil Brides,spotify:track:2T79cwJ9xFcBC7vwH2xniy,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2015-01-30T21:13:10Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",33529,AT,178.191.21.202,unknown,Do Better,Say Anything,Say Anything,spotify:track:2naCQzUdZSGcdVKwHOX7m2,,,,trackdone,appload,False,1.0,False,0,False";;;;
"2015-01-30T21:16:22Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",192506,AT,178.191.21.202,unknown,Would You Still Be There,Of Mice & Men,Restoring Force,spotify:track:0m5PQFyWWwclSA0T813jnU,,,,appload,trackdone,False,0.0,False,0,False";;;;
"2015-01-30T21:26:31Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",16061,AT,178.191.21.202,unknown,Skyfall,Our Last Night,Skyfall,spotify:track:1ignAvXwmmsInX70smRjCl,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;
"2015-02-01T17:55:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",105952,AT,178.191.21.240,unknown,Strawberry Swisher pt. 3,Dance Gavin Dance,Acceptance Speech,spotify:track:64fnATdB4hSuPbQBms70Ry,,,,appload,appload,False,1.0,False,0,False";;;;
"2015-03-27T05:37:53Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",201026,AT,91.113.64.204,unknown,You're Not Alone,Of Mice & Men,Restoring Force,spotify:track:3xwNe4PXYyqlDvmYnUVppm,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
"2015-04-02T14:57:42Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",302160,AT,194.118.13.55,unknown,Murder Mitten,I See Stars,New Demons,spotify:track:7xsfPgbNn4cNSGVaNygXEQ,,,,trackdone,trackdone,False,0.0,False,0,False";;;;
