endTime,artistName,trackName,msPlayed
2023-01-05 12:42,Klein,I'm So Tired...,91384
2023-01-05 12:44,Effortless,Anywhere,99428
2023-01-05 12:46,Effortless,Still Dreaming,125000
2023-01-05 12:47,Flôr,Campfire Tales,90000
2023-01-05 12:49,Juuzou,Ivy,103255
2023-01-05 12:50,kid.,elevators,80000
2023-01-05 12:52,Murmur,Veraneo,108800
2023-01-05 12:54,Flôr,My Everything,93000
2023-01-05 12:55,mëow mëow,Navigators,88615
2023-01-05 12:57,her.story,9teen,96585
2023-01-05 12:58,blossom,old devil moon,93000
2023-01-05 13:00,mëow mëow,Evenings,108000
2023-01-05 13:02,snow.,love letters,108000
2023-01-05 13:04,Dulcet,Ballad Of The Streets,106666
2023-01-05 13:06,Akasha,Lost,121643
2023-01-05 13:08,Whimsical,Checkmate,134545
2023-01-05 13:10,saamson,secrets,96585
2023-01-05 13:11,Whimsical,In Love,91034
2023-01-05 13:13,softhead,Sunset Boulevard,84000
2023-01-05 13:14,her.story,Wonder,96000
2023-01-05 13:16,Cashmere,Bumpin',125333
2023-01-05 13:18,Murmur,Comfortably Numb,95000
2023-01-05 13:20,nothing less,September Nights,116571
2023-01-05 13:22,Tashi,Syrup,102471
2023-01-05 13:24,Effortless,Moonlight Reflections,115764
2023-01-05 13:25,just johnny,Picture Of You,102400
2023-01-05 13:27,Cashmere,Eternal Lover,97582
2023-01-05 13:29,eiji,"Midnight, Somewhere",138352
2023-01-05 13:31,Nivla,Laundromat,91578
2023-01-05 13:32,softhead,Sweet Future,82285
2023-01-05 13:34,Flôr,Out of Town,111000
2023-01-05 13:36,Akasha,Summer Moon,108333
2023-01-05 13:38,just johnny,"Baby, It's Cold Outside",104000
2023-01-05 13:39,Loodwig,View From Up There,80000
2023-01-05 13:41,kid.,in love with you,114000
2023-01-05 13:43,Natsu,Window Seat,130666
2023-01-05 13:45,Lonely Boy,Birthday Cake,95421
2023-01-05 13:46,her.story,Valentine,85500
2023-01-05 13:48,Nivla,I Still Remember,103030
2023-01-05 13:50,her.story,Last Snow,113142
2023-01-05 13:51,saamson,fire and rain,89250
2023-01-05 13:53,nothing less,With Me,102400
2023-01-05 13:55,Murmur,Hugs,106516
2023-01-05 13:56,Dreams For Two,Avalanche,104470
2023-01-05 14:00,C4C,Chérie,207483
2023-01-05 14:01,softhead,Serendipity,90000
2023-01-05 14:03,Akasha,Saloon Medley,116000
2023-01-05 14:05,Shou,Magic Place,113684
2023-01-05 14:08,Komorebi,Midnight Thoughts,147200
2023-01-05 14:10,just johnny,Hello Sun,130666
2023-01-05 14:11,kid.,forgotten places,93176
2023-01-05 14:13,Whimsical,Perspective,89302
2023-01-05 20:50,Faouzia,Tears of Gold,176117
2023-01-05 20:53,Sundressed,So Poetic,187795
2023-01-05 20:56,Joy Again,Looking Out for You,179499
2023-01-05 20:59,Never Shout Never,Hey! We OK,183213
2023-01-05 21:03,Frances Forever,space girl,231440
2023-01-05 21:06,COIN,Talk Too Much,187133
2023-01-05 21:09,Fall Out Boy,Golden,152400
2023-01-05 21:12,Fly By Midnight,Love Me Like a Friend,202266
2023-01-05 21:15,Nicky Youre,Sunroof,163025
2023-01-05 21:16,Sawyer Nunes,Opening,87119
2023-01-05 21:19,Jack Kays,MORBID MIND,136750
2023-01-05 21:22,Queen,Good Old-Fashioned Lover Boy - Remastered 2011,173173
2023-01-05 21:24,Sorority Noise,Using,164373
2023-01-05 21:28,Charlotte Sands,Bad Day,153931
2023-01-05 21:33,Monsieur Periné,Nuestra Canción (feat. Vicente García),260080
2023-01-05 21:33,carolesdaughter,please put me in a medically induced coma,17015
2023-01-05 21:36,Tai Verdes,AOK,97962
2023-01-05 22:11,mëow mëow,A Subtle Touch,108000
2023-01-05 22:13,Effortless,A New Chapter,130000
2023-01-05 22:15,just johnny,Feels Good,90545
2023-01-05 22:16,just johnny,Little Drummer Boy,92093
2023-01-05 22:18,Murmur,Dripping Blues,103255
2023-01-05 22:20,Tashi,Talk Is Overrated,100909
2023-01-05 22:22,Juuzou,Together,100909
2023-01-05 22:23,Wells,When I Met You,92093
2023-01-05 22:25,Wolly,Location,91058
2023-01-05 22:27,Murmur,Winter Days,133333
2023-01-05 22:28,Yowshi,The City,94285
2023-01-06 11:02,Nivla,Twisted,128000
2023-01-06 11:03,Tashi,Dreamkeeper,89302
2023-01-06 11:05,eiji,Black Swan,99000
2023-01-06 11:07,Wolly,Precious,89999
2023-01-06 11:08,blossom,sleepy story,109333
2023-01-06 11:10,Whimsical,The Longest Journey,116842
2023-01-06 11:12,Loodwig,New Places,93176
2023-01-06 11:14,Effortless,Moody,94285
2023-01-06 11:15,Dulcet,Demon Days,105600
2023-01-06 11:17,Loodwig,Who Knows?,98666
2023-01-06 11:18,Whimsical,Cheek To Cheek,85333
2023-01-06 11:20,Dulcet,Magic Carpet Ride,77333
2023-01-06 11:21,majic,out of my mind,89302
2023-01-06 11:23,kid.,sometimes...,96000
2023-01-06 11:25,Whimsical,Water Circles,117142
2023-01-06 11:26,Shou,Lost In The Stars,96000
2023-01-06 11:28,Nivla,I'll Be Better,109333
2023-01-06 11:30,Tashi,Waiting For You,95999
2023-01-06 19:24,Whimsical,Secret Garden,51222
2023-01-06 19:28,TALK,Run Away to Mars,213753
2023-01-06 19:31,Edith Whiskers,Home,195358
2023-01-06 19:35,Lord Huron,The Night We Met,208211
2023-01-06 19:37,Patrick Watson,Je te laisserai des mots,160853
2023-01-06 19:41,BL,Garden in the Backyard,228253
2023-01-06 19:45,Phil Collins,On My Way,220613
2023-01-06 19:49,John Vincent III,Next to You,256520
2023-01-06 19:51,Birds in the Airport,Honey Moon,145253
2023-01-06 19:55,dodie,Ready Now,181969
2023-01-06 19:59,Novo Amor,Anchor,257533
2023-01-06 20:01,mimi bay,I Will Be Okay,125200
2023-01-06 20:02,Louie Zong,Ghost Duet,60004
2023-01-06 20:05,Jack Stauber,Oh Klahoma,185223
2023-01-06 20:08,The Happy Fits,The Garden,165773
2023-01-06 20:11,Claire Rosinkranz,Frankenstein,202248
2023-01-06 20:13,Adventure Time,Everything Stays (feat. Olivia Olson),95058
2023-01-07 09:00,TALK,Run Away to Mars,424048
2023-01-07 09:03,The Happy Fits,The Garden,165773
2023-01-07 09:05,Elijah Who,we used to talk every night,122749
2023-01-07 09:07,Bruno Major,Nothing,162797
2023-01-07 09:11,Alvvays,Dreams Tonite,196026
2023-01-07 09:16,Charlie Burg,I Don't Wanna Be Okay Without You,32818
2023-01-07 09:16,Lord Huron,Ends of the Earth,284146
2023-01-07 09:16,Carpenters,Top Of The World,1213
2023-01-07 09:19,Blvk,Divine,147692
2023-01-07 09:21,Penelope Scott,Sweet Hibiscus Tea,145300
2023-01-07 09:25,KALEO,All the Pretty Girls,269893
2023-01-07 09:26,Gia Margaret,Smoke - Acoustic,18788
2023-01-07 09:26,Gregory Alan Isakov,Big Black Car,1441
2023-01-07 09:29,Tom Rosenthal,There Is a Dark Place,214000
2023-01-07 09:30,Mother Mother,It's Alright,960
2023-01-07 09:30,Patrick Watson,Je te laisserai des mots,2226
2023-01-07 09:30,The Greatest Bits,Die Anywhere Else,4723
2023-01-07 09:30,Jack Stauber's Micropop,Two Time,945
2023-01-07 09:30,Charlie Burg,Lovesong (The Way) [feat. Bluets],1342
2023-01-07 09:30,Sammy Copley,Good Lie,1357
2023-01-07 09:35,The Mountain Goats,No Children,301190
2023-01-07 09:51,Cavetown,Hug All Ur Friends,153187
2023-01-07 12:29,Gia Margaret,Smoke - Acoustic,152320
2023-01-07 12:31,Elijah Who,we used to talk every night,122749
2023-01-07 14:01,Bruno Major,Nothing,151701
2023-01-07 16:34,Hozier,"Wasteland, Baby!",266466
2023-01-07 16:39,Peach Pit,Peach Pit,287080
2023-01-07 16:42,ROLE MODEL,notice me - acoustic,194386
2023-01-07 16:46,The Paper Kites,Woodland,231586
2023-01-07 16:52,Rex Orange County,It's Not The Same Anymore,386200
2023-01-07 16:55,Conan Gray,The Other Side,172933
2023-01-07 16:58,Jesse®,Bloom Later,160306
2023-01-07 17:01,Tiny Little Houses,I Hate That You're Happy,201240
2023-01-07 17:05,The Japanese House,Saw You in a Dream,208280
2023-01-07 17:09,BETWEEN FRIENDS,affection,235225
2023-01-07 17:13,Kelsey Lu,Due West,251240
2023-01-07 17:17,The Honeysticks,Out Like a Light,256018
2023-01-07 17:21,Billie Eilish,Oxytocin,210232
2023-01-07 17:24,The Lumineers,Gale Song,193720
2023-01-07 17:27,Olivia O.,4 am Insecurities,172330
2023-01-07 17:33,Harry Styles,From the Dining Table,211960
2023-01-08 10:11,Cavetown,Hug All Ur Friends,182341
2023-01-08 10:13,Adventure Time,Island Song (Come Along with Me) [feat. Ashley Eriksson],108721
2023-01-08 10:15,Tom Rosenthal,Away with the Fairies,93221
2023-01-08 10:18,mxmtoon,fever dream,196480
2023-01-08 10:18,Khai,Do You Go Up,9976
2023-01-08 10:20,Louie Zong,Ghost Choir,97842
2023-01-08 10:26,Cavetown,Talk to Me,277327
2023-01-08 10:27,The Wombats,Lethal Combination,17331
2023-01-08 10:30,The Maine,If Your Light Goes Out,177101
2023-01-08 10:34,John Vincent III,Next to You,256520
2023-01-08 10:36,Bruno Major,She Chose Me,139960
2023-01-08 10:39,Toby Fox,A CYBER'S WORLD?,166153
2023-01-08 10:52,Novo Amor,Anchor,147828
2023-01-08 11:12,Novo Amor,Anchor,3664
2023-01-08 11:15,Edith Whiskers,Home,195358
2023-01-08 11:19,Joey Pecoraro,Glory Days,207272
2023-01-08 11:21,Toby Fox,My Castle Town,127554
2023-01-08 11:24,Queen,'39 - Remastered 2011,210800
2023-01-08 11:25,Louie Zong,Porch (Dreaming),70938
2023-01-08 11:28,Jack Stauber,Oh Klahoma,185223
2023-01-08 11:30,The 1975,It's Not Living (If It's Not With You),122071
2023-01-08 11:31,Herman's Hermits,No Milk Today,176800
2023-01-08 11:34,The Walters,I Love You So,160239
2023-01-08 11:47,half•alive,The Fall,31618
2023-01-08 11:48,In Love With a Ghost,heart of the woods (ending theme),2174
2023-01-08 11:48,Bears In Trees,It Gets Better,1945
2023-01-08 11:48,Mother Mother,Wrecking Ball,3534
2023-01-08 11:48,Cavetown,Lemon Boy,2775
2023-01-08 11:48,Less Gravity,Great Fairy Fountain,1216
2023-01-08 11:48,half•alive,The Fall,19169
2023-01-08 11:52,dodie,Monster,245847
2023-01-08 11:54,Lofi Fruits Music,Better Together,109388
2023-01-08 11:57,Powfu,death bed (coffee for your head),173333
2023-01-08 12:00,Bears In Trees,Ramblings of a Lunatic,212013
2023-01-08 12:18,Lord Huron,The Night We Met,119420
2023-01-08 12:42,Lord Huron,The Night We Met,89938
2023-01-08 12:42,Carpenters,(They Long To Be) Close To You,3444
2023-01-08 12:43,Adventure Time,Everything Stays (feat. Olivia Olson),52247
2023-01-08 12:45,Matt Maeson,Giants,146346
2023-01-08 12:49,Claire Rosinkranz,Frankenstein,202248
2023-01-08 12:52,Charlie Burg,Bookstore Girl,203076
2023-01-08 12:56,Jack Stauber,Buttercup,208026
2023-01-08 12:59,Tessa Violet,Bad Ideas,179173
2023-01-08 13:03,Addison Grace,Sugar Rush,246341
2023-01-08 13:04,Louie Zong,Ghost Duet,60004
2023-01-08 13:06,Louie Zong,Asymptotic,111792
2023-01-08 13:17,BL,Garden in the Backyard,96998
2023-01-08 19:52,Crooks & Nannies,Perpetual Mild Illness,248080
2023-01-08 19:53,Birds in the Airport,Honey Moon,220
2023-01-08 21:01,Birds in the Airport,Honey Moon,16660
2023-01-08 21:03,Birds in the Airport,Honey Moon,145253
2023-01-08 21:05,mimi bay,I Will Be Okay,125200
2023-01-08 21:09,Anthony Amorim,She Doesn't Sleep,209743
2023-01-08 21:13,The Happy Fits,Dirty Imbecile,239612
2023-01-08 21:15,tea,petrichor,127220
2023-01-08 21:16,Weathers,I'm Not Ok,54070
2023-01-08 21:19,Left at London,I DONT TRUST U ANYMORE,151562
2023-01-08 21:22,Leanna Firestone,Strawberry Mentos,195322
2023-01-08 21:24,Spilt Milk Society,Turtleneck Boy,133804
2023-01-08 21:28,Lady A,Need You Now,236440
2023-01-08 21:33,Cavetown,Juliet,278991
2023-01-08 21:37,Harry Styles,Cherry,259186
2023-01-08 21:41,Niall Horan,Arms Of A Stranger,30186
2023-01-08 21:41,Niall Horan,Put A Little Love On Me,224585
2023-01-08 21:46,Taylor Swift,coney island (feat. The National),275320
2023-01-08 21:50,Sleeping At Last,Already Gone,243007
2023-01-08 21:53,Billie Eilish,ocean eyes,200379
2023-01-08 21:58,Billie Eilish,i love you,291796
2023-01-08 22:01,Alexander 23,IDK You Yet,184638
2023-01-08 22:05,Conan Gray,Astronomy,243907
2023-01-08 22:09,SYML,Where's My Love - Acoustic,239880
2023-01-08 22:13,Rex Orange County,AMAZING,209200
2023-01-08 22:15,Sufjan Stevens,Futile Devices (Doveman Remix),135443
2023-01-08 22:20,Beach House,Space Song,320466
2023-01-08 22:24,Sam Phillips,Reflecting Light,197066
2023-01-08 22:27,Pink Sweat$,At My Worst,170344
2023-01-08 22:30,Coldplay,Sparks,227093
2023-01-08 22:34,Taylor Swift,willow,214706
2023-01-08 22:36,Sabrina Carpenter,emails i can’t send,104408
2023-01-08 22:39,H.E.R.,Hard Place - Single Version,210303
2023-01-09 06:49,Conan Gray,The Story,121237
2023-01-09 07:30,Hayley Kiyoko,Molecules,250573
2023-01-09 07:32,YUNGBLUD,Anarchist,167700
2023-01-09 07:33,Real Friends,I've Given Up on You,5346
2023-01-09 07:37,My Chemical Romance,DESTROYA,272906
2023-01-09 07:37,The Front Bottoms,2YL,0
2023-01-09 07:37,Real Friends,I've Never Been Home,5738
2023-01-09 07:37,Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,1036
2023-01-09 07:42,Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,261440
2023-01-09 07:46,The Front Bottoms,2YL,251240
2023-01-09 07:48,Real Friends,Anchor Down (Acoustic),0
2023-01-09 07:48,All Time Low,Trouble Is...,232
2023-01-09 07:48,Harry Styles,Sign of the Times,4708
2023-01-09 07:48,Paramore,Last Hope,1925
2023-01-09 07:48,Real Friends,Get By,6280
2023-01-09 07:48,Modern Baseball,Going To Bed Now,857
2023-01-09 07:48,Basement,Crickets Throw Their Voice,909
2023-01-09 07:48,Real Friends,Isolating Everything,677
2023-01-09 07:48,Ratwyfe,Three of Swords,137587
2023-01-09 07:51,Stand Atlantic,Clay (feat. Hannah Hermione Greenwood),153666
2023-01-09 07:54,The Wonder Years,The Ghosts of Right Now,189000
2023-01-09 07:57,The Maccabees,Toothpaste Kisses,159320
2023-01-09 07:59,Modern Baseball,"See Ya, Sucker",132398
2023-01-09 08:14,Microwave,Trash Stains,171824
2023-01-09 14:05,Microwave,Trash Stains,68375
2023-01-09 14:10,My Chemical Romance,Famous Last Words,299226
2023-01-09 14:13,YUNGBLUD,strawberry lipstick,163861
2023-01-09 14:14,Tigers Jaw,Heat,97361
2023-01-09 14:18,The Maine,Bliss,205000
2023-01-09 14:22,The Wombats,Patricia the Stripper,241386
2023-01-09 14:26,The Maine,Misery,233375
2023-01-09 14:31,The Hundred Acre Woods,All I Love,218718
2023-01-09 14:35,The Maine,Saving Grace,233240
2023-01-09 14:39,Matt Maeson,Never Had To Leave,210320
2023-01-09 14:43,Tilian,HeartFelt,218000
2023-01-09 14:46,Neck Deep,I Hope This Comes Back To Haunt You,169828
2023-01-09 14:49,Modern Baseball,Hiding,225206
2023-01-09 14:53,Billie Eilish,you should see me in a crown,180952
2023-01-09 15:03,Frank Iero,"She's the Prettiest Girl at the Party, and She Can Prove It with a Solid Right Hook",19629
2023-01-09 15:34,Frank Iero,"She's the Prettiest Girl at the Party, and She Can Prove It with a Solid Right Hook",4730
2023-01-09 15:34,Aaron West and The Roaring Twenties,Runnin' Toward the Light,1453
2023-01-09 15:34,Basement,Hanging Around,7111
2023-01-09 15:34,My Chemical Romance,I'm Not Okay (I Promise),1325
2023-01-09 15:37,Chapel,Some Nights,145611
2023-01-09 15:40,Waterparks,FUNERAL GREY,164138
2023-01-09 15:42,Chapel,Pillow Talk,142040
2023-01-09 15:45,Knox Hamilton,Pretty Way to Fight,203666
2023-01-09 15:48,Lydia,Georgia,167000
2023-01-09 15:52,Mothé,It's Ok to Be Lonely,215814
2023-01-09 15:54,Olen,Human Touch,130851
2023-01-09 16:19,Olen,Human Touch,47334
2023-01-09 16:36,Stand Atlantic,Lavender Bones,142125
2023-01-10 07:26,Stand Atlantic,Lavender Bones,62137
2023-01-10 07:29,Happy.,Don't Overdose and Drive,160682
2023-01-10 07:32,Olen,$20,155486
2023-01-10 07:35,Motherfolk,Die a Little More,225346
2023-01-10 07:39,Stand Atlantic,Hate Me (Sometimes),233453
2023-01-10 07:42,1990nowhere,Watergun,171074
2023-01-10 07:45,Super Whatevr,so am i.,175253
2023-01-10 07:48,TWIN XL,Lemonade,165180
2023-01-10 07:51,WHALES•TALK,DID I RLY LET GO,166216
2023-01-10 07:54,Saint Blonde,Baby Blue,224729
2023-01-10 07:57,Tilian,Hold On,189405
2023-01-10 08:00,Chapel,WOW,132303
2023-01-10 08:03,Real Friends,Me First,193280
2023-01-10 08:04,Honest Men,Mad Love,54774
2023-01-10 08:05,Super Whatevr,so am i.,56890
2023-01-10 14:14,Saint Blonde,Americana,24124
2023-01-10 14:14,Honest Men,Mad Love,965
2023-01-10 14:17,Super Whatevr,so am i.,175253
2023-01-10 14:20,Chapel,First Love,146664
2023-01-10 14:22,La Bouquet,"Anxiety, My Best Friend",121401
2023-01-10 14:49,Chapel,Some Nights,118336
2023-01-10 17:53,Chapel,Some Nights,148589
2023-01-10 17:57,Chapel,We've Got Soul,192216
2023-01-10 17:59,Good Boy Daisy,Grey,167501
2023-01-10 18:11,Bearings,Super Deluxe,172040
2023-01-10 18:14,Super Whatevr,so am i.,4372
2023-01-10 18:14,Chapel,First Love,146664
2023-01-10 18:14,Saint Blonde,Love Me Instead,18318
2023-01-10 18:14,mxmtoon,prom dress,3060
2023-01-10 18:14,Tiny Moving Parts,Volumes,1108
2023-01-10 18:17,Super Whatevr,so am i.,175253
2023-01-10 18:21,mxmtoon,prom dress,197933
2023-01-10 18:22,The Maine,Every Road,1075
2023-01-10 18:22,Stand Atlantic,Jurassic Park,931
2023-01-10 18:22,One Flew West,Trial and Error,593
2023-01-10 18:22,The Wonder Years,Hey Thanks,80923
2023-01-10 18:22,The Front Bottoms,Swimming Pool,932
2023-01-10 18:26,All Time Low,The Edge Of Tonight,23
2023-01-10 18:26,The Eskies,And Don't Spare The Horses,23
2023-01-10 18:26,State Champs,Outta My Head,1674
2023-01-10 18:26,Hayley Kiyoko,Better Than Love,23
2023-01-10 18:26,AS IT IS,The Great Depression,23
2023-01-10 18:26,The Wonder Years,We Look Like Lightning,23
2023-01-10 18:26,Have Mercy,Howl,669
2023-01-10 18:26,The Maine,Every Road,148
2023-01-10 18:26,ROAM,Tell Me,484
2023-01-10 18:26,Neck Deep,Over and Over,23
2023-01-10 18:26,All Time Low,Walls,23
2023-01-10 18:26,All Time Low,If These Sheets Were States,23
2023-01-10 18:26,Panic! At The Disco,Nicotine,1155
2023-01-10 18:26,Four Year Strong,We All Float Down Here,23
2023-01-10 18:26,New Found Glory,Never Give Up,0
2023-01-10 18:26,Ed Sheeran,Happier,643
2023-01-10 18:26,Seaway,London,1728
2023-01-10 18:26,Neck Deep,What Did You Expect?,23
2023-01-10 18:26,Real Friends,Smiling On The Surface,23
2023-01-10 18:26,Can't Swim,My Queen,23
2023-01-10 18:26,Citizen,Fever Days,622
2023-01-10 18:26,My Chemical Romance,Thank You for the Venom,23
2023-01-10 18:26,Stand Atlantic,nails from the back,751
2023-01-10 18:26,Fall Out Boy,w.a.m.s.,23
2023-01-10 18:26,The Front Bottoms,Swimming Pool,216946
2023-01-10 18:26,The Interrupters,She's Kerosene,975
2023-01-10 18:26,YUNGBLUD,Tin Pan Boy,1168
2023-01-10 18:26,The Maine,Lips,4246
2023-01-10 18:27,The Wombats,Sex and Question Marks,23
2023-01-10 18:27,ROAM,Flatline - Acoustic,1042
2023-01-10 18:40,The Sonder Bombs,Twinkle Lights,163071
2023-01-11 08:02,The Maine,I'm Sorry,625
2023-01-11 08:02,Stand Atlantic,dumb (feat. Tom The Mail Man),4392
2023-01-11 08:05,Everybody's Worried About Owen,Mawce,182809
2023-01-11 08:08,José González,Crosses,23
2023-01-11 08:08,Marshmello,Tongue Tied (with YUNGBLUD & blackbear),186024
2023-01-11 08:08,Neck Deep,Candour,6915
2023-01-11 08:13,Crooks & Nannies,Perpetual Mild Illness,248080
2023-01-11 08:16,All Time Low,The Reckless And The Brave,199491
2023-01-11 08:19,Tiny Moving Parts,Breathe Deep,160933
2023-01-11 08:21,Modern Baseball,Pothole,156010
2023-01-11 08:30,Foals,Milk & Black Spiders,317253
2023-01-11 08:33,Boston Manor,Welcome to the Neighbourhood,3738
2023-01-11 08:33,Troye Sivan,Seventeen,23
2023-01-11 08:33,Ed Sheeran,One,690
2023-01-11 08:33,The Greatest Bits,Angus' Story,6174
2023-01-11 08:33,Neck Deep,Telling Stories,199241
2023-01-11 08:33,The Maine,Forever Halloween,0
2023-01-11 08:33,The Eskies,You'd Already Gone,737
2023-01-11 08:33,All Time Low,Remembering Sunday,23
2023-01-11 08:33,Simple Creatures,Ether,1892
2023-01-11 08:37,The Front Bottoms,HELP,225640
2023-01-11 08:40,YUNGBLUD,"I Love You, Will You Marry Me",177869
2023-01-11 08:43,Winnetka Bowling League,CVS,209173
2023-01-11 09:01,The Maine,Don't Stop Now,50811
2023-01-11 11:02,BARY,SYNESTHETES,101660
2023-01-11 11:05,Aphex Twin,IZ-US,177266
2023-01-11 11:08,Towerz,dear to me,174222
2023-01-11 11:15,Solar Fields,Pulse - Airwave Remix,474461
2023-01-11 11:17,Massive Attack,Paradise Circus - Gui Boratto Remix,101629
2023-01-11 11:25,Ulrich Schnauss,Monday - Paracetamol - 2019 remaster,480760
2023-01-11 11:28,Phutureprimitive,Flow,171730
2023-01-11 11:31,Kaskade,Miles To Go,198203
2023-01-11 12:10,nervous_testpilot,Schism,335896
2023-01-11 12:16,M!NT ,I Need Space,324530
2023-01-11 12:24,Solar Fields,Insum,503573
2023-01-11 12:31,Ascendant,Remains,399986
2023-01-11 12:35,Kobana,Too Far,254146
2023-01-11 12:45,New Order,Confusion - Pump Panel Reconstruction Mix,612040
2023-01-11 12:54,Solar Fields,Sol,511011
2023-01-11 13:05,carolesdaughter,My Mother Wants Me Dead,105351
2023-01-11 13:05,Paramore,Hard Times,4773
2023-01-11 13:05,Anthony Amorim,She Doesn't Sleep,4573
2023-01-11 13:07,Young Rising Sons,SAD (Clap Your Hands),152202
2023-01-11 13:09,Human Petting Zoo,Anxiety Song,81528
2023-01-11 13:12,Ryan Caraveo,Peanut Butter Waffles,193600
2023-01-11 13:21,The Wonder Years,Chaser,234938
2023-01-11 13:25,Matt Maeson,Problems,226973
2023-01-11 13:28,Matt Maeson,Lonely As You,205053
2023-01-11 13:45,Sunmonx,Emoxygen,167262
2023-01-11 13:52,Peter McPoland,Shit Show,176874
2023-01-11 15:29,Peter McPoland,Shit Show,203524
2023-01-11 15:32,The Sonder Bombs,Twinkle Lights,15960
2023-01-11 15:32,Em Beihold,Numb Little Bug,12434
2023-01-11 15:32,Covey,Cut On The Crease,187853
2023-01-11 15:39,Roar,I Can't Handle Change,17635
2023-01-11 15:39,Em Beihold,Numb Little Bug,156803
2023-01-11 15:42,girl in red,Serotonin,182426
2023-01-11 15:45,Super Whatevr,so am i.,175253
2023-01-11 15:48,mxmtoon,prom dress,197933
2023-01-11 15:49,mxmtoon,seasonal depression,0
2023-01-11 15:51,Super Whatevr,so am i.,175253
2023-01-11 15:52,Anthony Amorim,She Doesn't Sleep,5818
2023-01-11 15:53,carolesdaughter,My Mother Wants Me Dead,105351
2023-01-11 15:56,we are the dirt,Counting the Days,170781
2023-01-11 15:59,girl in red,Serotonin,182426
2023-01-11 16:01,Human Petting Zoo,Anxiety Song,81528
2023-01-11 16:03,The Sonder Bombs,Twinkle Lights,2830
2023-01-11 16:03,The Mountain Goats,No Children,168306
2023-01-11 16:03,Alan Fiore,Locked Up,627
2023-01-11 16:04,Roar,I Can't Handle Change,5360
2023-01-11 16:06,Super Whatevr,so am i.,175253
2023-01-11 16:07,My Chemical Romance,Famous Last Words,7861
2023-01-11 16:07,Kodaline,Brother,23
2023-01-11 16:07,The Wombats,Party in a Forest (Where's Laura?),543
2023-01-11 16:20,Stand Atlantic,"deathwish (feat. nothing,nowhere.)",23352
2023-01-11 18:12,Covey,Cut On The Crease,3450
2023-01-11 20:57,Stand Atlantic,"deathwish (feat. nothing,nowhere.)",978
2023-01-11 21:00,Boston Manor,Forget Me Not,191693
2023-01-11 21:10,My Chemical Romance,DESTROYA,23
2023-01-11 21:10,Frank Iero,Guilt Tripping,1255
2023-01-11 21:10,Tigers Jaw,Escape Plan,610
2023-01-11 21:10,Tigers Jaw,June,1817
2023-01-11 21:10,Neck Deep,Damsel In Distress,1034
2023-01-11 21:10,State Champs,Tooth and Nail,23
2023-01-11 21:10,Hot Milk,Split Personality,5396
2023-01-11 21:10,Stand Atlantic,bloodclot,652
2023-01-11 21:10,Peter McPoland,Shit Show,200080
2023-01-11 21:10,All Time Low,Under A Paper Moon,0
2023-01-11 21:13,All Time Low,Monsters (feat. blackbear),1668
2023-01-11 21:13,Panic! At The Disco,Vegas Lights,3543
2023-01-11 21:13,Kodaline,Hide and Seek,818
2023-01-11 21:13,Real Friends,Old and All Alone,976
2023-01-11 21:13,Catie Turner,God Must Hate Me,1147
2023-01-11 21:13,Royal & the Serpent,FUCKBOI REJECTS,127339
2023-01-11 21:13,Harry Styles,Ever Since New York,1891
2023-01-11 21:14,New Found Glory,Degenerate,607
2023-01-11 21:14,Real Friends,I Think I'm Moving Forward,23
2023-01-11 21:14,Bug Hunter,The Key to Being Lonely,47992
2023-01-11 21:14,The Maine,You'll Never Know,1400
2023-01-11 21:14,Basement,Be Here Now,4734
2023-01-11 21:18,Matt Maeson,Problems,226973
2023-01-11 21:40,The Wonder Years,Madelyn,135906
2023-01-12 07:37,The Wombats,This Is Not a Party,1359
2023-01-12 07:38,Ren,Life Is Funny,8700
2023-01-12 07:38,State Champs,Cut Through the Static,23
2023-01-12 07:38,The Wombats,Patricia the Stripper,770
2023-01-12 07:38,Microwave,The Fever,2043
2023-01-12 07:41,State Champs,Cut Through the Static,179732
2023-01-12 07:45,Microwave,The Fever,253829
2023-01-12 07:48,Tiny Moving Parts,Applause,187150
2023-01-12 07:52,State Champs,Safe Haven,217348
2023-01-12 07:55,Stand Atlantic,xo,171606
2023-01-12 08:08,Kodaline,Play the Game,89890
2023-01-12 08:28,All Time Low,Favorite Place (feat. The Band CAMINO),8541
2023-01-12 08:28,Frank Iero,"She's the Prettiest Girl at the Party, and She Can Prove It with a Solid Right Hook",938
2023-01-12 08:28,All Time Low,Forget About It,932
2023-01-12 08:28,Citizen,Sleep,189914
2023-01-12 08:31,Neck Deep,Gold Steps,192726
2023-01-12 08:39,Cavetown,Lemon Boy,272902
2023-01-12 08:43,The Maine,Color,221386
2023-01-12 08:47,The Front Bottoms,camouflage,261893
2023-01-12 08:50,The Maine,Sticky,178900
2023-01-12 08:54,The Front Bottoms,Cough It Out,260240
2023-01-12 08:58,The Front Bottoms,leaf pile,228453
2023-01-12 09:01,Stand Atlantic,Silk & Satin,163475
2023-01-12 11:34,Steph Barrak,Natural Progression,23
2023-01-12 11:34,Wild Party,OutRight,1807
2023-01-12 11:34,All Time Low,Running From Lions,563
2023-01-12 11:34,Aaron West and The Roaring Twenties,St. Joe Keeps Us Safe,433
